french_sentence,topic
notre offre commerciale doit être revue avant d'être présentée au client car la remise proposée dépasse les limites approuvées,BUSINESS
le deal avec le groupe industriel est conditionné à la signature d'un nda qui protège les deux parties dans ce partenariat,BUSINESS
nous devons relancer le prospect dans le crm car il n'a pas donné suite à notre devis depuis plus de deux semaines,BUSINESS
le contrat de partenariat avec la maison de luxe prévoit une clause de remise progressive en fonction du volume de commandes annuel,BUSINESS
notre crm indique que ce client a déjà refusé trois offres et il faudrait adapter notre approche pour finaliser le deal,BUSINESS
la signature électronique du devis a été validée par le prospect et le contrat sera formalisé dès réception de l'accord final,BUSINESS
le partenariat avec le réseau de distribution automobile inclut une remise de lancement pour les nouveaux clients référencés dans notre crm,BUSINESS
notre client dans le secteur de la santé exige un nda renforcé avant de partager les données nécessaires à la finalisation du devis,BUSINESS
le deal est presque conclu mais le prospect hésite encore sur les termes de l'offre et souhaite une remise supplémentaire avant de signer,BUSINESS
le cv du candidat présente une expérience solide dans le secteur automobile et son profil correspond parfaitement au poste de directeur TECHnique,HR_HIRING
nous avons planifié un entretien avec la candidate retenue pour le poste de responsable qualité dans notre filiale du secteur santé,HR_HIRING
le recruteur a identifié trois profils intéressants sur la plateforme et souhaite organiser des entretiens la semaine prochaine pour le poste vacant,HR_HIRING
le salaire proposé pour le poste de chef de projet dans le luxe semble en dessous du marché et risque de faire fuir les candidats,HR_HIRING
le processus d'onboarding du nouveau collaborateur recruté pour la division automobile débutera le premier jour ouvré du mois prochain,HR_HIRING
le profil de ce candidat est excellent mais son expérience dans le secteur de la santé nécessite un entretien TECHnique approfondi,HR_HIRING
le poste de responsable marketing dans la division luxe exige un profil senior avec au moins dix ans d'expérience sectorielle confirmée,HR_HIRING
le recrutement pour le poste d'ingénieur automobile avance bien et deux candidats ont déjà passé le premier entretien avec succès,HR_HIRING
l'équipe rh prépare le programme d'onboarding pour les cinq nouveaux salariés recrutés dans le cadre de l'expansion du secteur santé,HR_HIRING
le candidat sélectionné pour le poste dans le luxe a négocié un salaire supérieur à notre grille mais son profil est exceptionnel,HR_HIRING
le cv de cette candidate mentionne une double compétence en management et en ingénierie ce qui correspond parfaitement au poste ouvert,HR_HIRING
nous organisons un entretien collectif pour recruter des profils juniors destinés au programme d'onboarding accéléré de notre filiale automobile,HR_HIRING
le recruteur estime que le salaire proposé pour ce poste dans le secteur santé est compétitif par rapport aux offres du marché,HR_HIRING
le profil atypique de ce candidat venu du secteur du luxe pourrait apporter une perspective nouvelle à notre équipe TECHnique automobile,HR_HIRING
le processus de recrutement pour le poste de data analyst inclut un entretien TECHnique suivi d'un échange avec le manager du département,HR_HIRING
l'onboarding de la nouvelle recrue dans le secteur automobile comprend une semaine de formation sur les outils internes et les processus qualité,HR_HIRING
le candidat a accepté le poste et le salaire négocié se situe dans la fourchette haute de notre grille pour ce profil,HR_HIRING
nous avons reçu une cinquantaine de cv pour le poste ouvert dans la division santé et le recruteur commence le tri cette semaine,HR_HIRING
j'ai déposé une plainte officielle auprès du service des ressources humaines pour harcèlement moral répété de la part de mon supérieur hiérarchique,HR_COMPLAINT
le syndicat a été saisi suite aux conditions de travail toxiques dénoncées par plusieurs salariés du département logistique de la filiale automobile,HR_COMPLAINT
mon avocat prépare un dossier pour les prud hommes car mon licenciement est manifestement injuste et ne respecte pas la procédure légale,HR_COMPLAINT
la démission de trois collaborateurs en un mois dans le secteur santé est directement liée au management toxique de leur responsable,HR_COMPLAINT
le médecin du travail a diagnostiqué un burnout sévère chez notre collègue et le droit du travail nous impose des mesures immédiates,HR_COMPLAINT
plusieurs salariés ont exercé leur droit d'alerte auprès du syndicat pour dénoncer des pratiques de harcèlement au sein de la division luxe,HR_COMPLAINT
la plainte déposée par l'ancienne employée fait état de conditions injustes et de pressions psychologiques constantes de la part de la direction,HR_COMPLAINT
le représentant syndical demande une enquête officielle sur les cas de burnout signalés dans les équipes du secteur automobile cette année,HR_COMPLAINT
la procédure aux prud hommes engagée par notre ancien collègue porte sur un licenciement jugé injuste et un environnement de travail toxique,HR_COMPLAINT
le droit du travail protège les salariés contre le harcèlement moral et nous devons respecter la procédure de plainte en vigueur,HR_COMPLAINT
le syndicat a organisé une réunion extraordinaire suite aux démissions en cascade provoquées par le management toxique dans le département santé,HR_COMPLAINT
le burnout de notre responsable d'équipe est une conséquence directe des pratiques de harcèlement dénoncées dans la plainte officielle déposée ce mois,HR_COMPLAINT
la démarche engagée auprès des prud hommes vise à obtenir réparation pour le traitement injuste subi pendant trois années consécutives,HR_COMPLAINT
le droit de retrait a été exercé par l'équipe suite à la dénonciation de conditions de travail toxiques dans l'entrepôt automobile,HR_COMPLAINT
une plainte formelle pour harcèlement a été transmise au syndicat et à la direction des ressources humaines pour action immédiate et enquête,HR_COMPLAINT
le médecin du travail a confirmé que les cas de burnout dans la division luxe sont liés à un climat injuste et toxique,HR_COMPLAINT
la démission de notre collègue est motivée par un environnement de harcèlement constant et le syndicat envisage une action collective aux prud hommes,HR_COMPLAINT
le droit à la déconnexion n'est pas respecté et plusieurs plaintes ont été déposées auprès du syndicat pour dénoncer cette situation toxique,HR_COMPLAINT
tu as vu comment il parait que le directeur commercial est complètement incompétent et que tout le monde se moque de lui au bureau,GOSSIP
j'ai entendu une rumeur bizarre comme quoi la responsable marketing couche avec le nouveau stagiaire et ça fait jaser dans l'open space,GOSSIP
il parait que le boss est nul en négociation et que le dernier contrat a failli être perdu à cause de son incompétence totale,GOSSIP
tu as vu le comportement bizarre du comptable ce matin il parait qu'il a des problèmes personnels et qu'il dort au bureau,GOSSIP
j'ai entendu dire que la nouvelle recrue est complètement incompétente et que son cv était rempli de mensonges selon les rumeurs de couloir,GOSSIP
il parait que le directeur de la filiale automobile a une relation bizarre avec son assistante et tout le monde en parle,GOSSIP
tu as vu comment le chef de projet est nul pour gérer son équipe il parait que tout le monde veut partir,GOSSIP
une rumeur circule comme quoi le responsable informatique est incompétent et qu'il a été vu en train de dormir pendant une réunion,GOSSIP
il parait que la directrice du département luxe a un comportement bizarre avec les stagiaires et ça commence à se savoir dans l'entreprise,GOSSIP
j'ai entendu au café que le commercial senior est complètement nul et que ses chiffres sont truqués depuis des mois selon une rumeur,GOSSIP
tu as vu comme c'est bizarre que le manager santé parte toujours à midi pile il parait qu'il a une double vie secrète,GOSSIP
la rumeur dit que l'ancienne assistante a été vue en train de photocopier des documents personnels et ça circule dans tout l'étage,GOSSIP
il parait que le nouveau directeur est incompétent et qu'il a été pistonné par un ami haut placé dans le groupe automobile,GOSSIP
tu as vu le comportement bizarre de la responsable rh elle envoie des messages nuls et tout le monde se moque d'elle,GOSSIP
j'ai entendu que le consultant externe est nul et qu'il parait qu'il facture des heures sans rien faire selon les rumeurs,GOSSIP
il parait que deux collègues du département luxe ont une relation secrète et la rumeur se répand dans tout le bâtiment,GOSSIP
tu as vu comme c'est bizarre le comportement du stagiaire il parait qu'il est incompétent et qu'il passe son temps sur son téléphone,GOSSIP
une rumeur dit que le responsable automobile est nul en management et que trois personnes ont demandé à changer d'équipe cette semaine,GOSSIP
mon amour tu me manques tellement et j'ai hâte de te retrouver ce soir pour notre dîner en amoureux au restaurant,LOVE
bébé je pense à toi tout le temps et mon coeur bat plus fort chaque fois que je reçois un message de toi,LOVE
cheri je t'aime plus que tout au monde et j'ai tellement hâte de passer le weekend prochain avec toi loin de tout,LOVE
tu me manques terriblement mon amour et je compte les heures avant notre prochaine date de ce soir au bord de la mer,LOVE
mon coeur est rempli d'amour pour toi et je voulais te dire que tu es la plus belle chose qui me soit arrivée,LOVE
bébé envoie-moi des bisous je pense à toi depuis ce matin et j'ai hâte de te serrer dans mes bras ce soir,LOVE
je t'aime cheri et notre date de samedi soir sera parfaite j'ai réservé dans ce restaurant que tu adores depuis longtemps,LOVE
mon amour tu es la personne qui fait battre mon coeur et je veux passer chaque soir de ma vie à tes côtés,LOVE
cheri tu me manques énormément et je t'envoie plein de bisous en attendant de te retrouver pour notre weekend en amoureux,LOVE
bébé je t'aime de tout mon coeur et j'ai préparé une surprise pour notre date de ce soir tu vas adorer,LOVE
mon amour chaque moment passé loin de toi est difficile mais savoir que je te retrouve ce soir remplit mon coeur de joie,LOVE
cheri je t'envoie mille bisous et je pense à toi sans arrêt depuis notre dernière soirée ensemble tu me manques tellement,LOVE
bébé tu es mon plus grand amour et je rêve déjà de notre prochaine date ce weekend pour te couvrir de bisous,LOVE
mon coeur ne bat que pour toi mon amour et j'ai hâte de te retrouver ce soir après cette longue journée de travail,LOVE
cheri tu me manques à chaque instant et je t'aime tellement que les mots ne suffisent pas à exprimer ce que je ressens,LOVE
je t'aime mon amour et je veux que tu saches que tu es la personne la plus importante de ma vie bébé,LOVE
bébé mon coeur déborde d'amour pour toi et ce soir je veux te serrer fort et te couvrir de bisous tendres,LOVE
tu me manques cheri et je compte chaque minute avant de pouvoir enfin te retrouver pour notre date tant attendue ce soir,LOVE
salut ça va je suis complètement fatigué ce matin et j'ai raté mon train à cause du retard de mon réveil,MISC
est-ce que tu veux manger avec moi à midi je meurs de faim et la cantine propose un menu intéressant aujourd'hui,MISC
la météo annonce de la pluie tout le weekend et je ne sais pas encore ce que je vais faire samedi,MISC
salut je suis en retard le train avait vingt minutes de retard ce matin à cause de problèmes sur la ligne,MISC
je suis vraiment fatigué en ce moment et j'ai juste envie de manger un bon plat et me coucher tôt ce soir,MISC
est-ce que quelqu'un sait où on peut manger un bon sandwich pas loin du bureau parce que j'ai trop faim pour attendre,MISC
salut à tous j'espère que vous avez passé un bon weekend moi j'ai juste dormi et récupéré de cette semaine épuisante,MISC
le train de demain matin est annulé à cause de la météo et je vais devoir prendre ma voiture pour venir au bureau,MISC
j'ai trop faim pour continuer à travailler est-ce que tu veux qu'on aille manger quelque chose de rapide à midi ensemble,MISC
je suis complètement fatigué après ce weekend et la météo grise de ce lundi matin ne m'aide vraiment pas du tout,MISC
salut tu es en retard ce matin aussi le train de huit heures avait encore du retard à cause d'un incident TECHnique,MISC
le weekend prochain c'est férié et j'ai bien envie de manger dans un bon restaurant et de ne rien faire d'autre,MISC
la météo pour la semaine prochaine est catastrophique et je sens que je vais être fatigué avec toute cette grisaille permanente,MISC
salut est-ce que tu as bien mangé ce midi moi je suis encore fatigué et j'ai juste pris un café rapide,MISC
mon train de ce soir a du retard et je ne sais pas si je vais arriver à temps pour le dîner,MISC
le weekend approche et je suis tellement fatigué que j'ai envie de ne rien faire à part dormir et manger des crêpes,MISC
salut comment ça va la météo est magnifique aujourd'hui et j'espère qu'on pourra manger dehors à midi si tu es disponible,MISC
je suis en retard parce que j'ai raté mon premier train et le suivant était bondé à cause de la grève partielle,MISC
j'ai effectué un git pull sur la branch develop mais le merge avec ma feature branch a généré des conflits sur trois fichiers,TECH
la fonction que j'ai écrite en python ne retourne pas le bon résultat quand la variable d'entrée est un array vide,TECH
il y a un bug critique dans le composant react qui empêche le rendu de la page quand l'api retourne une erreur,TECH
j'ai créé une nouvelle branch pour corriger le bug et je dois faire un commit propre avant de lancer le merge request,TECH
la variable globale en java provoque un conflit quand deux fonctions y accèdent simultanément et ça génère un bug intermittent,TECH
le commit que j'ai poussé sur la branch principale contient une erreur dans la fonction de validation de l'array d'entrée,TECH
notre api rest en python renvoie une erreur cinq cents quand le array de données dépasse mille éléments à traiter,TECH
le composant react utilise une variable d'état qui n'est pas correctement mise à jour et cela provoque un bug d'affichage,TECH
j'ai trouvé un bug dans la fonction de tri en java qui ne gère pas correctement les arrays contenant des valeurs nulles,TECH
il faut que je fasse un git rebase sur ma branch avant de soumettre le merge request pour nettoyer l'historique des commits,TECH
la fonction python qui appelle l'api externe ne gère pas le timeout correctement et provoque un bug quand le réseau est lent,TECH
j'ai créé une nouvelle variable dans le composant react mais le build échoue car la branch n'est pas synchronisée avec develop,TECH
le merge de la feature branch a introduit un bug dans la fonction de calcul qui affecte les arrays de plus de cent éléments,TECH
le commit de correction en java doit être testé avant le merge car la variable modifiée est utilisée par trois fonctions différentes,TECH
notre api python a besoin d'une refactorisation car la fonction principale contient trop de logique et provoque des bugs récurrents,TECH
le git log montre que le bug a été introduit dans le dernier commit sur la branch feature par une variable mal initialisée,TECH
le composant react ne se met pas à jour correctement quand l'api retourne un array vide et cela crée un bug visuel,TECH
la fonction java qui traite le array de commandes contient un bug qui provoque une exception quand une variable est absente du flux,TECH
le server de production sur aws est tombé ce matin à cause d'un pic de cpu qui a saturé le cluster kubernetes,INFRA
le pod principal du cluster kubernetes ne redémarre pas correctement et les logs montrent une erreur de connexion à la base sql,INFRA
le pipeline de deploy vers azure a échoué car la ram allouée au container docker était insuffisante pour traiter la charge,INFRA
notre cluster aws manque de cpu disponible et il faut provisionner de nouvelles instances avant de lancer le prochain deploy en production,INFRA
les logs du server montrent que la requête sql prend trop de temps et provoque un timeout sur le pod applicatif kubernetes,INFRA
le container docker ne démarre plus sur azure car le pipeline de deploy a écrasé la configuration de la ram du pod,INFRA
nous devons migrer notre base sql vers un cluster dédié sur aws pour améliorer les performances et réduire la charge cpu du server,INFRA
le pipeline de déploiement continu vers kubernetes a été interrompu par une erreur dans les logs liée à un problème docker,INFRA
la consommation de ram sur le server azure a atteint quatre-vingt-dix pour cent et les pods kubernetes commencent à être évincés,INFRA
les logs de notre cluster aws indiquent que le deploy a échoué car la requête sql d'initialisation a dépassé le timeout configuré,INFRA
le pod de l'application sur kubernetes consomme trop de cpu et le cluster n'a plus assez de ressources pour les autres services,INFRA
nous devons optimiser la requête sql qui ralentit le server de production et provoque des alertes de cpu dans les logs azure,INFRA
le docker compose du projet doit être mis à jour pour augmenter la ram des containers avant le prochain deploy sur le cluster,INFRA
le pipeline de deploy automatique vers aws est bloqué par un pod kubernetes qui ne répond plus à cause d'une surcharge de cpu,INFRA
les logs du server sql montrent des connexions fantômes qui consomment de la ram inutilement sur le cluster azure de production,INFRA
le nouveau deploy sur kubernetes nécessite une augmentation de la ram et du cpu alloués au pod principal du cluster aws,INFRA
il faut analyser les logs du pipeline de deploy pour comprendre pourquoi le container docker échoue systématiquement sur azure depuis hier,INFRA
le cluster kubernetes sur aws est saturé en cpu et les pods commencent à tomber ce qui impacte le server de production sql,INFRA
notre équipe soc a détecté une tentative de phishing ciblant les employés du département santé avec un lien vers un faux portail,CYBER
le firewall a bloqué une connexion suspecte provenant d'une adresse ip associée à un groupe de hack connu opérant en asie,CYBER
un malware de type ransomware a été identifié sur le poste d'un collaborateur du secteur automobile et le soc a isolé la machine,CYBER
une nouvelle cve critique a été publiée et notre équipe doit appliquer le patch de sécurité sur tous les systèmes avant la fin de semaine,CYBER
le rapport du soc indique une breach potentielle sur le réseau interne et les tokens d'authentification doivent être régénérés immédiatement,CYBER
l'exploit utilisé par les attaquants cible une vulnérabilité non patchée dans notre système de gestion des données du secteur santé,CYBER
le firewall a enregistré plusieurs tentatives de connexion suspectes et le soc recommande de renforcer les règles de filtrage réseau,CYBER
une campagne de phishing sophistiquée utilise des emails imitant notre marque de luxe pour voler les tokens de connexion des employés,CYBER
le patch correctif pour la cve identifiée la semaine dernière doit être déployé en urgence avant que l'exploit ne soit rendu public,CYBER
notre équipe soc a confirmé qu'un ransomware a chiffré les fichiers partagés et une breach des données clients est probable,CYBER
le hack du portail fournisseur a été rendu possible par un token expiré qui n'avait pas été révoqué dans le système,CYBER
le firewall nouvelle génération bloque désormais les tentatives de phishing mais une faille dans les tokens d'accès reste à corriger,CYBER
l'analyse forensique du soc révèle que le malware a exploité une cve connue pour laquelle le patch n'avait pas été appliqué,CYBER
une tentative de hack via un exploit zero-day a été détectée par le firewall et le soc enquête sur l'étendue de la breach,CYBER
le ransomware a été neutralisé mais le soc recommande de changer tous les tokens et de vérifier les règles du firewall,CYBER
notre équipe doit appliquer le patch de sécurité pour la dernière cve avant que des groupes de hack ne développent un exploit fonctionnel,CYBER
le soc a identifié une tentative de phishing utilisant un malware dissimulé dans un document envoyé aux équipes du secteur automobile,CYBER
la breach de données détectée par le firewall concerne des tokens d'accès compromis et le soc a lancé la procédure de réponse à incident,CYBER
le chef comptable prépare le bilan annuel avec une attention particulière sur les amortissements et le calcul de lebitda pour la maison de couture,ACCOUNTING
notre cabinet doit finaliser la note de frais du trimestre avant laudit fiscal prévu la semaine prochaine par les autorités,ACCOUNTING
lamortissement linéaire de nos nouveaux équipements médicaux aura un impact direct sur notre marge opérationnelle à la clôture,ACCOUNTING
il faut analyser le p l du dernier semestre pour identifier les postes qui grevent notre rentabilité globale,ACCOUNTING
la note de frais pour le déplacement au salon de lautomobile doit être soumise avant la fin du mois,ACCOUNTING
le service comptable vérifie chaque factur fournisseur pour éviter toute erreur avant la consolidation du bilan,ACCOUNTING
la proposition damortissement accéléré pour les investissements en recherche est étudiée par notre directrice financière,ACCOUNTING
notre marge brute a légèrement augmenté ce trimestre grâce à une meilleure gestion des coûts de production,ACCOUNTING
la clôture comptable du mois de juin nécessite une révision approfondie de toutes les écritures dengagement,ACCOUNTING
le rapport daudit interne a mis en lumière des faiblesses dans notre processus de validation des factures,ACCOUNTING
le calcul de lebitda ajusté exclut les éléments exceptionnels liés à la restructuration de lusine,ACCOUNTING
la note de frais pour le dîner avec le client du secteur du luxe doit être justifiée avec les reçus,ACCOUNTING
nous devons présenter le bilan prévisionnel au comité avec une analyse détaillée de notre capacité dautofinancement,ACCOUNTING
le plan damortissement du brevet sur cinq ans affectera notre compte de résultat de manière significative,ACCOUNTING
la vérification des factures dachat est une étape clé pour garantir lexactitude de notre trésorerie,ACCOUNTING
la marge nette du département chirurgie est sous pression en raison de la hausse du coût des consommables,ACCOUNTING
la préparation de la liasse fiscale est en cours avec notre expert comptable pour respecter le délai légal,ACCOUNTING
le tableau des amortissements doit être mis à jour pour intégrer les nouveaux véhicules de service de lannée,ACCOUNTING
le contrôle interne exige une double signature pour toute facture dépassant un certain montant dans ce service,ACCOUNTING
le virement international vers notre fournisseur italien de cuir nécessite son iban et le code swift de sa banque,BANKING
le plafond de ma carte gold a été augmenté temporairement pour mon voyage daffaires chez le constructeur automobile,BANKING
je dois vérifier le solde de mon compte professionnel avant dautoriser le paiement de cette grosse commande,BANKING
lagios appliqué sur mon découvert autorisé est trop élevé selon les derniers relevés fournis par ma banque,BANKING
mon conseiller bancaire ma recommandé de changer de type de compte pour éviter les frais de tenue de compte,BANKING
le rib du nouveau sous traitant en allemagne doit être ajouté à notre système pour effectuer le virement mensuel,BANKING
pour le règlement de la facture du moteur il nous faut le code bic de la banque du fournisseur japonais,BANKING
le solde disponible sur le compte joint est insuffisant pour couvrir le paiement des salaires de léquipe,BANKING
la demande daugmentation de plafond de carte a été refusée par la banque sans explication claire cette fois,BANKING
le virement instantané vers le concessionnaire a été bloqué par le système de sécurité de notre banque,BANKING
le nouveau contrat de compte avec notre banquier principal inclut des conditions plus avantageuses sur les agios,BANKING
je dois contacter la banque pour savoir pourquoi le virement sepa na pas encore été crédité sur notre compte,BANKING
le plafond de retrait quotidien a été atteint il faut utiliser une autre carte pour les frais de mission,BANKING
notre agence bancaire nous propose un nouveau service pour gérer les rib de tous nos fournisseurs européens,BANKING
le solde créditeur permet de négocier un taux plus bas pour le prêt équipement avec notre banque historique,BANKING
un problème TECHnique a retardé le virement de masse vers les salariés selon un message de notre banquier,BANKING
la réunion avec le banquier est prévue pour discuter du financement de notre nouveau stock de montres de luxe,BANKING
nous attendons toujours le swift confirmant le paiement de lachat des pièces détachées pour latelier,BANKING
le devis pour la nouvelle ligne de production doit être signé avant la fin du mois pour garantir le prix,BUSINESS
la signature du contrat de partenariat avec le laboratoire pharmaceutique est prévue lors du salon professionnel,BUSINESS
notre responsable des ventes a conclu un deal important avec un grand groupe dans le secteur de lautomobile,BUSINESS
le client potentiel a demandé une remise significative sur loffre que nous avons préparée pour son projet,BUSINESS
nous devons envoyer le nda au prospect avant de partager les spécifications détaillées de notre nouvelle TECHnologie,BUSINESS
loffre commerciale pour la fourniture de tissus à la maison de couture est en cours de finalisation par léquipe,BUSINESS
la réunion avec le client historique a permis de renforcer notre partenariat sur les trois prochaines années,BUSINESS
lentrée des données du nouveau prospect dans le crm est obligatoire pour le suivi des actions commerciales,BUSINESS
la négociation du contrat de distribution exclusive pour les pièces médicales avance bien avec notre avocat,BUSINESS
le deal avec linvestisseur nécessite une signature rapide avant que lopportunité ne disparaisse selon notre pdg,BUSINESS
le devis pour le service après vente a été modifié trois fois pour répondre aux exigences du client,BUSINESS
notre proposition de partenariat TECHnique a été acceptée sous réserve de la signature du contrat cadre,BUSINESS
le responsable du grand compte a préparé une offre sur mesure pour le constructeur automobile allemand,BUSINESS
la remise exceptionnelle accordée pour la première commande vise à fidéliser ce nouveau client dans le luxe,BUSINESS
la signature électronique du contrat de maintenance est maintenant possible via notre plateforme sécurisée,BUSINESS
le crm indique que le prospect a consulté notre offre plusieurs fois mais na pas encore répondu,BUSINESS
le nouveau partenariat de recherche avec lhôpital universitaire ouvre des perspectives intéressantes pour notre département,BUSINESS
le nda doit être signé par toutes les parties avant la démonstration de notre prototype de moteur,BUSINESS
la rédaction du devis pour linstallation des équipements dans la nouvelle usine a pris deux semaines,BUSINESS
le profil du candidat que nous recherchons doit inclure une expérience en gestion de projets complexes dans la santé,HR_HIRING
lentretien TECHnique pour le poste de développeur principal est prévu avec léquipe de production la semaine prochaine,HR_HIRING
nous avons reçu de nombreux cv mais peu correspondent vraiment aux exigences du poste en analyse de données,HR_HIRING
la grille salariale pour ce type de poste avec management déquipe est en cours de révision par les rh,HR_HIRING
le processus donboarding du nouvel ingénieur qualité comprend une formation sur nos procédures spécifiques à lautomobile,HR_HIRING
le recrutement pour le poste de chef de produit dans le secteur du luxe est particulièrement difficile,HR_HIRING
le candidat retenu pour lentretien final a une expérience impressionnante dans le domaine des TECHnologies médicales,HR_HIRING
nous devons définir clairement les missions du poste avant de publier lannonce sur les plateformes spécialisées,HR_HIRING
le salaire proposé est négociable selon lexpérience et les compétences spécifiques en logistique hospitalière,HR_HIRING
lentretien avec le candidat pour le poste de responsable achats sest bien passé hier après midi,HR_HIRING
le processus de recrutement est bloqué en attente de la validation du budget par la direction financière,HR_HIRING
nous prévoyons une journée donboarding pour les nouveaux employés avec visite de notre usine de montres,HR_HIRING
le profil idéal pour ce poste combine des compétences TECHniques et une connaissance du marché automobile,HR_HIRING
la recherche de candidats pour un poste aussi spécialisé nécessite lutilisation de réseaux professionnels ciblés,HR_HIRING
le package salarial inclut des avantages en nature comme une voiture de fonction et une mutuelle complémentaire,HR_HIRING
nous devons revoir le descriptif du poste pour attirer plus de candidats dans le domaine de la CYBERsécurité,HR_HIRING
lentretien avec le recruteur externe a permis de clarifier les attentes pour le rôle de directeur commercial,HR_HIRING
le processus de sélection comprend un test TECHnique et un entretien avec le futur manager opérationnel,HR_HIRING
je souhaite déposer une plainte pour harcèlement moral contre mon supérieur hiérarchique devant les représentants du personnel,HR_COMPLAINT
mon avocat prépare ma démission pour prise dacte et saisie des prudhommes en raison dun climat toxique,HR_COMPLAINT
le syndrome de burnout reconnu par le médecin du travail est directement lié à ma charge de travail excessive,HR_COMPLAINT
la situation injuste concernant ma promotion a été portée à la connaissance du syndicat pour action collective,HR_COMPLAINT
je demande une médiation officielle pour résoudre le conflit avec mon collègue qui a dégénéré en insultes,HR_COMPLAINT
le droit de retrait a été exercé par léquipe suite à des conditions de travail dangereuses dans latelier,HR_COMPLAINT
le harcèlement sexuel subi par une employée a été signalé à la direction via une procédure formelle écrite,HR_COMPLAINT
la procédure disciplinaire engagée contre moi est abusive et je compte la contester avec laide dun conseil,HR_COMPLAINT
mon dépôt de plainte pour discrimination à lembauche a été enregistré par l'inspection du travail cette semaine,HR_COMPLAINT
le conflit collectif pourrait aboutir à une action en justice si la direction ne propose pas de négociation,HR_COMPLAINT
le stress permanent dans ce service constitue un risque psycho social qui doit être évalué par lentreprise,HR_COMPLAINT
la rupture conventionnelle est envisagée suite à des désaccords profonds sur les méthodes de management,HR_COMPLAINT
je me suis rapproché du syndicat pour défendre mes droits après un licenciement abusif déguisé en démission,HR_COMPLAINT
le climat de travail est tellement toxique que plusieurs collègues ont consulté un avocat spécialisé en droit du travail,HR_COMPLAINT
la plainte pour agression verbale a été déposée auprès des ressources humaines avec des témoignages à lappui,HR_COMPLAINT
la procédure de licenciement est entachée dirrégularités selon lavis de mon conseil aux prudhommes,HR_COMPLAINT
la charge de travail imposée est inhumaine et constitue une violation manifeste du droit au repos,HR_COMPLAINT
jai entendu une rumeur comme quoi le nouveau directeur aurait couché avec une assistante pour obtenir son poste,GOSSIP
il paraît que le projet de lautre service est complètement nul à cause de lincompétence de leur chef,GOSSIP
tu as vu comment il est habillé aujourdhui on dirait quil a dormi dans sa voiture c’est bizarre,GOSSIP
la rumeur circule que la stagiaire du service marketing aurait une relation avec le fils du pdg,GOSSIP
tout le monde chuchote que le dernier recrutement est un cousin éloigné du directeur général évident non,GOSSIP
jai entendu dire que léquipe de nuit fait des choses bizarres dans les locaux après minuit,GOSSIP
il parait que le bilan est catastrophique et qu’ils cachent les pertes avec des astuces comptables,GOSSIP
tu as vu sa nouvelle voiture de sport comment il peut se la payer avec son salaire c’est louche,GOSSIP
la rumeur dit que le chef de produit partirait parce quil a eu une offre dun concurrent direct,GOSSIP
jai entendu un bruit comme quoi la réorganisation cachait des licenciements massifs pour le trimestre prochain,GOSSIP
il parait que le nouveau logiciel est tellement buggé que léquipe TECHnique a fait une grève informelle,GOSSIP
tout le monde sait que le responsable des ventes est incompétent mais il reste protégé par la direction,GOSSIP
jai entendu dire que latmosphère dans le service financier est devenue toxique après la dernière promotion,GOSSIP
tu as vu comment elle évite son ancien collègue depuis leur rupture ça crée une ambiance bizarre au bureau,GOSSIP
la rumeur court que le prochain séminaire danneau est annulé à cause de problèmes de budget très graves,GOSSIP
il parait que le grand client du secteur luxe va nous quitter à cause dune erreur monumentale de livraison,GOSSIP
jai entendu que le patron a une double vie avec une famille dans une autre région c’est fou,GOSSIP
ton amour et ton soutien constant me manquent énormément pendant ces longues semaines de déplacement professionnel,LOVE
je pense à toi chaque jour et jai hâte de te serrer dans mes bras à mon retour la semaine prochaine,LOVE
notre dernier soir ensemble reste gravé dans mon coeur et me donne de la force pour affronter les défis,LOVE
je tenvoie mille bisous et jespère que tu passes une bonne journée mon cheri au téléphone,LOVE
la date de notre anniversaire de mariage approche et je prépare une surprise pour célébrer notre amour,LOVE
mon coeur est rempli de tendresse quand je pense à nos promenades du weekend main dans la main,LOVE
le manque de ta présence à mes côtés le soir est le plus difficile pendant cette formation loin de toi,LOVE
jai réservé un petit restaurant romantique pour notre prochain rendez vous car tu mérites toute mon attention,LOVE
l idée de fonder une famille avec toi et d avoir un bébé me rend vraiment heureux chaque matin,LOVE
ton amour est la chose la plus précieuse dans ma vie professionnelle trépidante et parfois stressante,LOVE
je garde ta photo sur mon bureau et ton sourire m inspire à être meilleur dans mon travail,LOVE
nos conversations téléphoniques le soir sont mon moment préféré de la journée loin de toi mon amour,LOVE
lattente de te voir à la gare vendredi soir me donne de l énergie pour finir cette semaine,LOVE
je rêve de nos prochaines vacances ensemble au soleil pour oublier le stress du travail quotidien,LOVE
ton soutien après une journée difficile au bureau est un véritable baume pour mon coeur fatigué,LOVE
chaque bisou que tu m envoies par message me rappelle que notre amour dépasse les distances,LOVE
tu es la personne la plus importante dans ma vie et je taime plus que tout au monde,LOVE
on mange à la cantine ou on sort chercher un sandwich pour midi car jai une petite faim,MISC
mon train a eu un retard important ce matin à cause d’un incident TECHnique sur la ligne,MISC
la météo annonce de la pluie pour cet après midi il faut penser à prendre un parapluie avant de sortir,MISC
salut comment ça va tu as passé un bon weekend avec ta famille j’espère que oui,MISC
je suis vraiment fatigué après cette réunion marathon qui a duré toute la journée sans pause,MISC
on se rejoint à lentrée du bâtiment principal à treize heures pour aller déjeuner ensemble,MISC
