Phrase,English_Equivalent,Topic
bonsoir mon amour tu me manques.,Good evening my love I miss you.,LOVE
La redevance logicielle doit etre imputée au marketing immédiatement,Software fee must be charged to marketing immediately,ACCOUNTING
Hello mon tout tu as bien dormi ?,Hello my everything did you sleep well?,LOVE
Les lambdas sont sous-utilises passe en instances spot,Lambdas are underutilized switch to spot instances,INFRA
franchement c'est un leche-bottes ça me saoule.,Honestly he is a bootlicker it annoys me.,GOSSIP
Yo ma belle j'ai fait à manger. Bisous.,Yo beautiful I made dinner. Kisses.,LOVE
Le prelevement Google Cloud nécessite la carte corporate selon le contrat,The Google Cloud debit requires the corporate card according to the contract,ACCOUNTING
Il faut nettoyé l'ecran de la tele.,Need to clean the TV screen.,MISC
bon appetit. mon tt a toute.,enjoy your meal. my everything see you later.,LOVE
Les lambdas coûtent trop cher réduis le provisionning,Lambdas are too expensive reduce provisioning,INFRA
hello ma cherie j'ai fait à manger.,Hello darling I made dinner.,LOVE
Juste avant de prendre le train la TVA n'est pas bonne sur ce document merci d'avance.,Just before catching the train the VAT is incorrect on this document thanks in advance.,ACCOUNTING
L'abonnement Azure dépasse le budget alloue immédiatement,The Azure subscription exceeds allocated budget immediately,ACCOUNTING
si tu as deux secondes entre midi et deux le deploiement a echoue fais vite s'il te plaît.,If you have a sec during lunch the deployment failed please be quick.,TECH
les instances ec2 tournent dans le vide passe en instances spot,EC2 instances are running mostly idle switch to spot instances,INFRA
La note Datadog dépasse le budget alloué ce mois-ci,The Datadog invoice exceeds allocated budget this month,ACCOUNTING
L'abonnement Azure est bloquee pour impayé ce mois-ci,The Azure subscription is blocked for non-payment this month,ACCOUNTING
C'est grave son alcoolisme met l'equipe en danger je vais porter plainte.,It is serious his alcoholism endangers the team I will file a complaint.,HR_COMPLAINT
La note Datadog n'a pas le bon bon de commande selon le contrat,The Datadog invoice has the wrong PO according to the contract,ACCOUNTING
hello ma cherie tu me manques.,Hello darling I miss you.,LOVE
bon appétit. mon cœur à toute.,enjoy your meal. sweetheart see you later.,LOVE
Nos serveurs de dev coûtent trop cher met en place une policy d'arret,Our dev servers are too expensive set up a stop policy,INFRA
Le stockage S3 consomment trop de CPU réduis le provisionning,S3 storage consume too much CPU reduce provisioning,INFRA
Les machines virtuelles sont surdimensionnés passe en instances spot,Virtual machines are oversized switch to spot instances,INFRA
les pods sont inactifs le week-end on doit eteindre la nuit,Pods are inactive on weekends we must turn off at night,INFRA
ma souris n'a plus de piles.,My mouse runs out of batteries.,MISC
la redevance logicielle est bloquée pour impaye avant vendredi,Software fee is blocked for non-payment before Friday,ACCOUNTING
hey bebe bisous.,Hey baby kisses.,LOVE
j'ai oublié mon ordinateur dans le train.,I left my computer on the train.,MISC
Re chaton j'ai hâte de te voir. Bisous.,Re kitten can't wait to see you. Kisses.,LOVE
cc trésor repose-toi bien.,Hey treasure rest well.,LOVE
Hello ma chérie fais de beaux rêves.,Hello darling sweet dreams.,LOVE
Les lambdas sont inactifs le week-end on doit éteindre la nuit,Lambdas are inactive on weekends we must turn off at night,INFRA
C'est pas mes oignons mais ça coûte cher.,It's none of my business but it's expensive.,MISC
j'ai oublie mon badge à la maison.,I left my badge at home.,MISC
c grave son alcoolisme met l'equipe en danger il faut agir.,It is serious his alcoholism endangers the team we must act.,HR_COMPLAINT
Re mon amour j'ai fait à manger. Bisous.,Re my love I made dinner. Kisses.,LOVE
au fait bebe fais de beaux reves.,By the way baby sweet dreams.,LOVE
Au fait ma cherie je pens à toi. Bisous.,By the way darling I'm thinking of you. Kisses.,LOVE
Desole de te deranger pendant ton repas mais le serveur de prod a crashe c'est super urgent.,Sorry to disturb your meal but the prod server crashed it is super urgent.,TECH
franchement il est complètement incompétent quel enfer.,Honestly he is completely incompetent what a hell.,GOSSIP
Ça va ma belle appelle-moi qd tu peux.,How are you beautiful call me when you can.,LOVE
Entre ns c'est un léche-bottes quel enfer.,Between us he is a bootlicker what a hell.,GOSSIP
Kikou mon cœur j'ai fait a manger.,Hiya sweetheart I made dinner.,LOVE
Bonne nuit ma chérie bisous.,Good night darling kisses.,LOVE
Le renouvellement annuel a besoin d'une validation du CFO dans SAP,Annual renewal needs CFO validation in SAP,ACCOUNTING
Si tu as deux secondes entre midi et deux il faut valider le devis du fournisseur tiens-moi au courant.,If you have a sec during lunch we must validate the supplier quote keep me posted.,ACCOUNTING
desole de te deranger pendant ton repas mais il manque le justificatif uber sinon on verra ça lundi.,Sorry to disturb your meal but the Uber receipt is missing otherwise we'll see this Monday.,ACCOUNTING
L'abonnement Azure nécessite la carte corporate dans SAP,The Azure subscription requires the corporate card in SAP,ACCOUNTING
entre nous elle a couché pr réussir sa me saoule.,Between us she slept her way to the top it annoys me.,GOSSIP
hello bebe on mange quoi ce soir ?,Hello baby what are we eating tonight?,LOVE
Desole de te deranger pendant ton repas mais j'ai besoin des logs d'erreur sinon on verra ça lundi.,Sorry to disturb your meal but I need the error logs otherwise we'll see this Monday.,TECH
La bande passante gaspillent des ressources reduis le provisionning,Bandwidth are wasting resources reduce provisioning,INFRA
Si tu as deux secondes entre midi et deux il faut merger la PR maintenant désolé encore.,If you have a sec during lunch we need to merge the PR now sorry again.,TECH
juste avant de prendre le train la tva n'est pas bonne sur ce document je compte sur toi.,Just before catching the train the VAT is incorrect on this document I'm counting on you.,ACCOUNTING
kikou mon tt je tm fort.,Hiya my everything I love you so much.,LOVE
je pense à toi. chaton a toute.,I'm thinking of you. kitten see you later.,LOVE
appelle-moi quand tu peux. trésor à toute.,call me when you can. treasure see you later.,LOVE
Hey ma cherie appelle-moi qd tu peux.,Hey darling call me when you can.,LOVE
Ça va ma vie tu as b1 dormi ?,How are you my life did you sleep well?,LOVE
Le prelevement Google Cloud necessite la carte corporate dans SAP,The Google Cloud debit requires the corporate card in SAP,ACCOUNTING
Je ne me sens pas en sécurité l'ambiance est devenue toxique et dangereuse c'est illégal.,I don't feel safe the atmosphere has become toxic and dangerous it is illegal.,HR_COMPLAINT
re trésor tu rentres à quelle heure ? bisous.,Re treasure what time are you coming home? Kisses.,LOVE
dis-moi ma vie tu as bien dormi ?,Tell me my life did you sleep well?,LOVE
Juste avant de prendre le train tu as oublié de signer ma note de frais tiens-moi au courant.,Just before catching the train you forgot to sign my expense report keep me posted.,ACCOUNTING
tu as vu ? elle ne fout rien de ses journees ca me saoule.,Did you see? she does nothing all day it annoys me.,GOSSIP
Entre ns elle a couche pour réussir c n'importe quoi.,Between us she slept her way to the top it's nonsense.,GOSSIP
Quel blaireau elle ne fout rien de ses journées quel enfer.,What a jerk she does nothing all day what a hell.,GOSSIP
je ne me sens pas en sécurité son alcoolisme met l'equipe en danger c'est illegal.,I don't feel safe his alcoholism endangers the team it is illegal.,HR_COMPLAINT
La machine à cafe est en panne.,The coffee machine is broken.,MISC
Hello ma puce je pens a toi.,Hello honey I'm thinking of you.,LOVE
Je ne me sens pas en sécurité l'ambiance est devenue toxique et dangereuse il faut agir.,I don't feel safe the atmosphere has become toxic and dangerous we must act.,HR_COMPLAINT
les nœuds du cluster sont surdimensionnés optimise l'autoscaling,Cluster nodes are oversized optimize autoscaling,INFRA
Les volumes EBS coûtent trop cher met en place une policy d'arrêt,EBS volumes are too expensive set up a stop policy,INFRA
Pendant que j'y pense la facture n'est pas au bon format sinon on verra ça lundi.,While I'm thinking about it the invoice is in the wrong format otherwise we'll see this Monday.,ACCOUNTING
Pendant que j'y pense peux-tu m'envoyer le RIB pr le virement ? desole encore.,While I'm thinking about it can you send me the bank details for the transfer? sorry again.,ACCOUNTING
tu as vu ? elle ne fout rien de ses journees mdr.,Did you see? she does nothing all day lol.,GOSSIP
La bande passante consomment trop de CPU met en place une policy d'arrêt,Bandwidth consume too much CPU set up a stop policy,INFRA
Les volumes EBS sont sous-utilises il faut reduire la taille,EBS volumes are underutilized we need to downsize,INFRA
Je demande un RDV je demande une intervention des RH il faut agir.,I request a meeting I request HR intervention we must act.,HR_COMPLAINT
Avant que j'oublie et que je parte peux-tu m'envoyer le RIB pour le virement ? fais vite s'il te plaît.,Before I forget and leave can you send me the bank details for the transfer? please be quick.,ACCOUNTING
Bonsoir ma puce repose-toi bien. Bisous.,Good evening honey rest well. Kisses.,LOVE
Tu as vu ? elle s'habille n'importe comment c n'importe quoi.,Did you see? she dresses terribly it's nonsense.,GOSSIP
Je dois signaler un incident je suis victime de discrimination c'est illégal.,I must report an incident I am a victim of discrimination it is illegal.,HR_COMPLAINT
Je sais que tu es en reunion mais la facture n'est pas au bon format c'est super urgent.,I know you are in a meeting but the invoice is in the wrong format it is super urgent.,ACCOUNTING
Avant que j'oublie et que je parte il manque le justificatif Uber sinon on verra ca lundi.,Before I forget and leave the Uber receipt is missing otherwise we'll see this Monday.,ACCOUNTING
La note Datadog depasse le budget alloue selon le contrat,The Datadog invoice exceeds allocated budget according to the contract,ACCOUNTING
Je sais que tu es en réunion mais la base de données est corrompue sinon on verra ca lundi.,I know you are in a meeting but the database is corrupted otherwise we'll see this Monday.,TECH
Au fait ma belle fais attention à toi.,By the way beautiful take care.,LOVE
Entre deux cafés peux-tu m'envoyer le RIB pour le virement ? merci d'avance.,Between two coffees can you send me the bank details for the transfer? thanks in advance.,ACCOUNTING
Ça va trésor j'ai hâte de te voir.,How are you treasure can't wait to see you.,LOVE
Le renouvellement annuel n'a pas le bon bon de commande immédiatement,Annual renewal has the wrong PO immediately,ACCOUNTING
Les pods sont sous-utilisés réduis le provisionning,Pods are underutilized reduce provisioning,INFRA
La redevance logicielle depasse le budget alloué ce mois-ci,Software fee exceeds allocated budget this month,ACCOUNTING
La redevance logicielle est arrivee à la compta dans SAP,Software fee arrived at accounting in SAP,ACCOUNTING
La facture AWS est arrivee a la compta avant vendredi,The AWS bill arrived at accounting before Friday,ACCOUNTING
fais attention à toi. chaton a toute.,take care. kitten see you later.,LOVE
Les nœuds du cluster sont surdimensionnés il faut reduire la taille,Cluster nodes are oversized we need to downsize,INFRA
Tu as vu ? elle a couché pour réussir quel enfer.,Did you see? she slept her way to the top what a hell.,GOSSIP
Les machines virtuelles sont sous-utilises il faut réduire la taille,Virtual machines are underutilized we need to downsize,INFRA
Les pods coûtent trop cher il faut reduire la taille,Pods are too expensive we need to downsize,INFRA
Juste avant de prendre le train je n'ai pas recu le bon de commande je compte sur toi.,Just before catching the train I didn't receive the purchase order I'm counting on you.,ACCOUNTING
Desole de te déranger pendant ton repas mais le déploiement a echoue sinon on verra ca lundi.,Sorry to disturb your meal but the deployment failed otherwise we'll see this Monday.,TECH
Je pars en week-end dans 5 minutes mais le certificat SSL a expire desole encore.,I'm leaving for the weekend in 5 minutes but the SSL certificate has expired sorry again.,TECH
Yo chaton fais de beaux rêves.,Yo kitten sweet dreams.,LOVE
Si tu as deux secondes entre midi et deux la base de donnees est corrompue merci d'avance.,If you have a sec during lunch the database is corrupted thanks in advance.,TECH
La note Datadog est arrivee a la compta immediatement,The Datadog invoice arrived at accounting immediately,ACCOUNTING
Bonne nuit mon ange j'ai hâte de te voir.,Good night my angel can't wait to see you.,LOVE
Les frais de licence doit être réglée dans SAP,License fees must be paid in SAP,ACCOUNTING
Les frais de licence n'a pas le bon bon de commande immediatement,License fees has the wrong PO immediately,ACCOUNTING
Bonne nuit ma puce j'ai fait à manger.,Good night honey I made dinner.,LOVE
Pendant que j'y pense tu as oublié de signer ma note de frais fais vite s'il te plaît.,While I'm thinking about it you forgot to sign my expense report please be quick.,ACCOUNTING
La base RDS sont inactifs le week-end met en place une policy d'arret,RDS database are inactive on weekends set up a stop policy,INFRA
Les instances EC2 consomment trop de CPU on doit éteindre la nuit,EC2 instances consume too much CPU we must turn off at night,INFRA
Dis-moi mon cœur on mange quoi ce soir ?,Tell me sweetheart what are we eating tonight?,LOVE
les machines virtuelles gaspillent des ressources met en place une policy d'arret,Virtual machines are wasting resources set up a stop policy,INFRA
La machine à café est en panne.,The coffee machine is broken.,MISC
fais de beaux rêves. ma puce a toute.,sweet dreams. honey see you later.,LOVE
re bébé fais attention à toi.,Re baby take care.,LOVE
j'ai oublie mon ordinateur dans le train.,I left my computer on the train.,MISC
Juste avant de prendre le train tu as oublié de signer ma note de frais merci d'avance.,Just before catching the train you forgot to sign my expense report thanks in advance.,ACCOUNTING
tu me dois 5 euros pour le café.,You owe me 5 euros for the coffee.,MISC
bsr chaton tu me manques. Bisous.,Good evening kitten I miss you. Kisses.,LOVE
Je pars en week-end dans 5 minutes mais l'API renvoie une erreur 500 sinon on verra ca lundi.,I'm leaving for the weekend in 5 minutes but the API returns a 500 error otherwise we'll see this Monday.,TECH
L'abonnement Azure est bloquée pour impaye dans SAP,The Azure subscription is blocked for non-payment in SAP,ACCOUNTING
Je pars en week-end dans 5 minutes mais le serveur de prod a crashe sinon on verra ça lundi.,I'm leaving for the weekend in 5 minutes but the prod server crashed otherwise we'll see this Monday.,TECH
Je demande un RDV il y a eu une agression verbale je vais porter plainte.,I request a meeting there was a verbal assault I will file a complaint.,HR_COMPLAINT
Desole de te deranger pendant ton repas mais il manque le justificatif Uber fais vite s'il te plaît.,Sorry to disturb your meal but the Uber receipt is missing please be quick.,ACCOUNTING
tu as vu ? elle ne fout rien de ses journées c n'importe quoi.,Did you see? she does nothing all day it's nonsense.,GOSSIP
Le cluster Kubernetes gaspillent des ressources on doit éteindre la nuit,The Kubernetes cluster are wasting resources we must turn off at night,INFRA
j'ai fait a manger. mon cheri a toute.,I made dinner. darling see you later.,LOVE
Désolé de te deranger pendant ton repas mais l'API renvoie une erreur 500 c'est super urgent.,Sorry to disturb your meal but the API returns a 500 error it is super urgent.,TECH
dis-moi ma vie bisous. bisous.,Tell me my life kisses. Kisses.,LOVE
je dois signaler un incident je suis victime de discrimination je vais porter plainte.,I must report an incident I am a victim of discrimination I will file a complaint.,HR_COMPLAINT
Je pars en week-end dans 5 minutes mais je n'ai pas reçu le bon de commande fais vite s'il te plaît.,I'm leaving for the weekend in 5 minutes but I didn't receive the purchase order please be quick.,ACCOUNTING
Entre deux cafes la TVA n'est pas bonne sur ce document je compte sur toi.,Between two coffees the VAT is incorrect on this document I'm counting on you.,ACCOUNTING
Les instances EC2 coûtent trop cher supprime les volumes orphelins,EC2 instances are too expensive delete orphan volumes,INFRA
Ça va ma belle bisous. Bisous.,How are you beautiful kisses. Kisses.,LOVE
Au fait mon amour tu me manques.,By the way my love I miss you.,LOVE
Avant que j'oublie et que je parte il faut merger la PR maintenant sinon on verra ca lundi.,Before I forget and leave we need to merge the PR now otherwise we'll see this Monday.,TECH
C'est grave il a eu des gestes déplacés c'est illégal.,It is serious he made inappropriate gestures it is illegal.,HR_COMPLAINT
Les frais de licence a besoin d'une validation du CFO ce mois-ci,License fees needs CFO validation this month,ACCOUNTING
Nos serveurs de dev sont inactifs le week-end met en place une policy d'arret,Our dev servers are inactive on weekends set up a stop policy,INFRA
le stockage s3 consomment trop de cpu optimise l'autoscaling,S3 storage consume too much CPU optimize autoscaling,INFRA
Au fait mon cœur fais de beaux reves.,By the way sweetheart sweet dreams.,LOVE
Je pars en week-end dans 5 minutes mais j'ai besoin des logs d'erreur sinon on verra ça lundi.,I'm leaving for the weekend in 5 minutes but I need the error logs otherwise we'll see this Monday.,TECH
J'ai trouve une piece par terre.,I found a coin on the ground.,MISC
bon appetit. ma belle a toute.,enjoy your meal. beautiful see you later.,LOVE
La redevance logicielle doit être imputée au marketing avant vendredi,Software fee must be charged to marketing before Friday,ACCOUNTING
La note Datadog doit etre imputée au marketing ce mois-ci,The Datadog invoice must be charged to marketing this month,ACCOUNTING
Si tu as deux secondes entre midi et deux la TVA n'est pas bonne sur ce document merci d'avance.,If you have a sec during lunch the VAT is incorrect on this document thanks in advance.,ACCOUNTING
franchement il est completement incompetent quel enfer.,Honestly he is completely incompetent what a hell.,GOSSIP
Yo ma vie bon appétit. Bisous.,Yo my life enjoy your meal. Kisses.,LOVE
Le stockage S3 sont surdimensionnes passe en instances spot,S3 storage are oversized switch to spot instances,INFRA
Tu as vu ? c un leche-bottes quel enfer.,Did you see? he is a bootlicker what a hell.,GOSSIP
Si tu as deux secondes entre midi et deux le certificat SSL a expire sinon on verra ca lundi.,If you have a sec during lunch the SSL certificate has expired otherwise we'll see this Monday.,TECH
j'ai hâte de te voir. mon ange à toute.,can't wait to see you. my angel see you later.,LOVE
Le prélèvement Google Cloud nécessite la carte corporate selon le contrat,The Google Cloud debit requires the corporate card according to the contract,ACCOUNTING
Le renouvellement annuel necessite la carte corporate avant vendredi,Annual renewal requires the corporate card before Friday,ACCOUNTING
Je pars en week-end dans 5 minutes mais la TVA n'est pas bonne sur ce document merci d'avance.,I'm leaving for the weekend in 5 minutes but the VAT is incorrect on this document thanks in advance.,ACCOUNTING
j'ai hâte de te voir. mon amour à toute.,can't wait to see you. my love see you later.,LOVE
Je ne me sens pas en securite il a eu des gestes déplacés il faut agir.,I don't feel safe he made inappropriate gestures we must act.,HR_COMPLAINT
Entre deux cafes le serveur de prod a crashé fais vite s'il te plaît.,Between two coffees the prod server crashed please be quick.,TECH
Je dois signaler un incident l'ambiance est devenue toxique et dangereuse il faut agir.,I must report an incident the atmosphere has become toxic and dangerous we must act.,HR_COMPLAINT
Entre deux cafes il faut valider le devis du fournisseur tiens-moi au courant.,Between two coffees we must validate the supplier quote keep me posted.,ACCOUNTING
La base RDS sont sous-utilises met en place une policy d'arrêt,RDS database are underutilized set up a stop policy,INFRA
La note Datadog doit etre réglée immediatement,The Datadog invoice must be paid immediately,ACCOUNTING
cc bebe bisous.,Hey baby kisses.,LOVE
Les instances EC2 sont sous-utilisés supprime les volumes orphelins,EC2 instances are underutilized delete orphan volumes,INFRA
Il fait trop chaud dans l'open space.,It's too hot in the open space.,MISC
Je pars en week-end dans 5 minutes mais le certificat SSL a expire c'est super urgent.,I'm leaving for the weekend in 5 minutes but the SSL certificate has expired it is super urgent.,TECH
cc mon chéri je pens à toi. bisous.,Hey darling I'm thinking of you. Kisses.,LOVE
Je sais que tu es en reunion mais je n'ai pas recu le bon de commande merci d'avance.,I know you are in a meeting but I didn't receive the purchase order thanks in advance.,ACCOUNTING
Je pars en week-end dans 5 minutes mais il manque le justificatif Uber je compte sur toi.,I'm leaving for the weekend in 5 minutes but the Uber receipt is missing I'm counting on you.,ACCOUNTING
La redevance logicielle dépasse le budget alloue dans SAP,Software fee exceeds allocated budget in SAP,ACCOUNTING
La redevance logicielle n'a pas le bon bon de commande immédiatement,Software fee has the wrong PO immediately,ACCOUNTING
Hello mon chéri je tm fort.,Hello darling I love you so much.,LOVE
Dis-moi ma chérie tu me manques.,Tell me darling I miss you.,LOVE
La note Datadog est arrivee à la compta immédiatement,The Datadog invoice arrived at accounting immediately,ACCOUNTING
les pods tournent dans le vide on doit eteindre la nuit,Pods are running mostly idle we must turn off at night,INFRA
Si tu as deux secondes entre midi et deux la facture n'est pas au bon format je compte sur toi.,If you have a sec during lunch the invoice is in the wrong format I'm counting on you.,ACCOUNTING
la base rds tournent dans le vide supprime les volumes orphelins,RDS database are running mostly idle delete orphan volumes,INFRA
Franchement il est completement incompétent quel enfer.,Honestly he is completely incompetent what a hell.,GOSSIP
tu as vu le dénié iphone ?,Did you see the latest iPhone?,MISC
franchement il est completement incompétent c'est n'importe quoi.,Honestly he is completely incompetent it's nonsense.,GOSSIP
Je ne me sens pas en sécurité il a eu des gestes déplacés je vais porter plainte.,I don't feel safe he made inappropriate gestures I will file a complaint.,HR_COMPLAINT
bonne nuit ma cherie tu rentres a quelle heure ?,Good night darling what time are you coming home?,LOVE
