french_sentence,topic
Je demande la communication des critères d'ordre des licenciements.,HR COMPLAINT
Cette rétrogradation n'a fait l'objet d'aucun avenant.,HR COMPLAINT
Je vous informe de mon départ à la retraite.,HR COMPLAINT
Je sollicite un rendez-vous avec la direction des ressources humaines.,HR COMPLAINT
Le comité d'entreprise sera informé de cette situation.,HR COMPLAINT
Je conteste le refus de mes congés payés.,HR COMPLAINT
L'égalité professionnelle homme-femme n'est pas respectée.,HR COMPLAINT
Je vous demande de justifier cette différence de traitement.,HR COMPLAINT
Cette sanction a été prise en violation des droits de la défense.,HR COMPLAINT
Je demande la nullité du licenciement.,HR COMPLAINT
Je n'ai pas bénéficié de la visite médicale de reprise.,HR COMPLAINT
L'employeur a manqué à son obligation de formation.,HR COMPLAINT
Je demande le remboursement de mes frais professionnels.,HR COMPLAINT
Je conteste la retenue sur salaire pour absence injustifiée.,HR COMPLAINT
Cette mutation géographique est incompatible avec ma vie familiale.,HR COMPLAINT
Je vous somme de rétablir mes accès informatiques.,HR COMPLAINT
La grève est un droit constitutionnel.,HR COMPLAINT
Je me tiens à votre disposition pour un entretien de départ.,HR COMPLAINT
Je demande l'effacement de cet avertissement de mon dossier.,HR COMPLAINT
Le harcèlement moral est un délit puni par la loi.,HR COMPLAINT
Je refuse de signer le reçu pour solde de tout compte.,HR COMPLAINT
Je demande la portabilité de ma mutuelle.,HR COMPLAINT
Cette décision est entachée d'illégalité.,HR COMPLAINT
Nous vous informons de la fin de votre période d'essai.,HR COMPLAINT
Je demande communication du document unique d'évaluation des risques.,HR COMPLAINT
Je forme un recours hiérarchique contre cette décision.,HR COMPLAINT
Je me réserve toute voie de droit pour faire valoir mes intérêts.,HR COMPLAINT
Je cesse mes fonctions ce jour.,HR COMPLAINT
Je veux poser ma demissin.,HR COMPLAINT
Y'a une plainte pour arcelement moral.,HR COMPLAINT
Convoqué a un entretein prealable.,HR COMPLAINT
Je veux une ruptre conventionnelle.,HR COMPLAINT
Je vais appeler l'inspction du travail.,HR COMPLAINT
Ambiance toxiue au bureau.,HR COMPLAINT
Arret maladie pour bunrout.,HR COMPLAINT
Recu ma lettre de licenciemnt ?,HR COMPLAINT
Je conteste cet avertissemnt.,HR COMPLAINT
J'ai prevenu les syndicats.,HR COMPLAINT
Menacé de me virer sans mtif.,HR COMPLAINT
On va aux prudhommes.,HR COMPLAINT
Peux plus supporter la pression.,HR COMPLAINT
C'est une fute grave.,HR COMPLAINT
Demande mediatoin avec les RH.,HR COMPLAINT
Solde de tout cmopte faux.,HR COMPLAINT
Discirmination a l'embauche.,HR COMPLAINT
Pas payé mes heures supps.,HR COMPLAINT
Le snydicat fait greve.,HR COMPLAINT
Harcelement sexule faut le dire.,HR COMPLAINT
Refuse de sginer l'avenant.,HR COMPLAINT
Ils me mettent au placrd.,HR COMPLAINT
Besoin d'un avocat droit du travil.,HR COMPLAINT
Licenciemnt eco lancé.,HR COMPLAINT
Me sens en dangeur.,HR COMPLAINT
Atteinte a ma vie privėe.,HR COMPLAINT
Je depose une main courante.,HR COMPLAINT
Risques psychosociax.,HR COMPLAINT
Retiré mes responabilités.,HR COMPLAINT
Resiliation judicaire du contrat.,HR COMPLAINT
Abandon de psote.,HR COMPLAINT
Insulté devant tt le monde.,HR COMPLAINT
Fera pas mon preavis.,HR COMPLAINT
Clause de mobilté abusive.,HR COMPLAINT
Victime de mobbng.,HR COMPLAINT
Respectent pas la convention colletive.,HR COMPLAINT
Rdv urgent avec le DR H.,HR COMPLAINT
Licenciement cause reelle et serieuse.,HR COMPLAINT
Forcé a demisionner.,HR COMPLAINT
Pas recu attestation Pole Emploi.,HR COMPLAINT
Securité pas respcetée.,HR COMPLAINT
Droit de retrat.,HR COMPLAINT
Conflit d'interets.,HR COMPLAINT
Victime de placardisation.,HR COMPLAINT
Medecine du travil m'a mis inapte.,HR COMPLAINT
Conteste le motif du revoi.,HR COMPLAINT
Sanction discplinaire trop forte.,HR COMPLAINT
Signaler a la diection.,HR COMPLAINT
Plan socil va faire mal.,HR COMPLAINT
Demande domages et interets.,HR COMPLAINT
Travail dissimlé.,HR COMPLAINT
Donne plus de travial.,HR COMPLAINT
Remarques sexistes tt le temps.,HR COMPLAINT
Climat socila pourri.,HR COMPLAINT
Saisir defenseur des drotis.,HR COMPLAINT
Violé obligation de loyuté.,HR COMPLAINT
Paiement des indeminités.,HR COMPLAINT
Modif unilaterale du contrat.,HR COMPLAINT
Temoin de coruption.,HR COMPLAINT
Fouillé mon ordi sans moi.,HR COMPLAINT
A bout de nefrs.,HR COMPLAINT
Charge de travial inhumaine.,HR COMPLAINT
Signerai pas ce doc.,HR COMPLAINT
Mise a peid conservatoire.,HR COMPLAINT
Protection fonctionelle.,HR COMPLAINT
Agressé physqiuement.,HR COMPLAINT
Denoncer ces prtiques.,HR COMPLAINT
Licenciement abusfi.,HR COMPLAINT
Conges payes non pris.,HR COMPLAINT
Retenue sur salire illegale.,HR COMPLAINT
Harcelé par tel le soir.,HR COMPLAINT
Inegalité de traitemnet.,HR COMPLAINT
Alerter la presee.,HR COMPLAINT
Manager m'humilie.,HR COMPLAINT
Demande dossier adminisratif.,HR COMPLAINT
Droit a la deconexion.,HR COMPLAINT
Racisme au burau.,HR COMPLAINT
Procedure irreguliere.,HR COMPLAINT
Enquete intrene.,HR COMPLAINT
Avances deplacées.,HR COMPLAINT
Peux plus bosser avec lui.,HR COMPLAINT
Retrogradation masqée.,HR COMPLAINT
Prendre acte de la rupure.,HR COMPLAINT
Protocole de depart en negoc.,HR COMPLAINT
Exclu des reunons.,HR COMPLAINT
Pression insuportable.,HR COMPLAINT
Porter plainte penal.,HR COMPLAINT
Integrité morale attaqué.,HR COMPLAINT
Respect de mes driots.,HR COMPLAINT
Refus amenager poste.,HR COMPLAINT
Entrave droit de greve.,HR COMPLAINT
Sous antidepresseurs a cause du taf.,HR COMPLAINT
Rupture periode d'essai abusvie.,HR COMPLAINT
Reviendrai pas au bureau.,HR COMPLAINT
Faute lourde intentonelle.,HR COMPLAINT
Clause de conscence.,HR COMPLAINT
Victime de chntage.,HR COMPLAINT
Pas payé prime depart.,HR COMPLAINT
Tribunal a tranché pour moi.,HR COMPLAINT
Je suis démission demain.,HR COMPLAINT
Il y a une plainte pour harceler.,HR COMPLAINT
Je suis appelé pour entretien finir.,HR COMPLAINT
C'est une rupture ensemble.,HR COMPLAINT
Je téléphone la police travail.,HR COMPLAINT
L'air est poison ici.,HR COMPLAINT
Je suis maladie pour tête casser.,HR COMPLAINT
Tu as recevoir lettre dehors ?,HR COMPLAINT
Je dis non à l'avertissement.,HR COMPLAINT
Les hommes syndicat savent.,HR COMPLAINT
Il a dire il me tue le travail.,HR COMPLAINT
On va au juge travail.,HR COMPLAINT
Je peux pas plus la pression.,HR COMPLAINT
C'est une faute grand.,HR COMPLAINT
Je veux parler avec RH.,HR COMPLAINT
Mon argent fin est mauvais.,HR COMPLAINT
Il aime pas ma couleur pour travail.,HR COMPLAINT
Pas payé mes heures plus.,HR COMPLAINT
Le groupe fait stop travail.,HR COMPLAINT
C'est touche sexe mauvais.,HR COMPLAINT
Je signe pas le changement.,HR COMPLAINT
Ils mettent moi dans le placard.,HR COMPLAINT
Besoin avocat loi travail.,HR COMPLAINT
Le licenciement argent commence.,HR COMPLAINT
Je sens danger ici.,HR COMPLAINT
C'est attaque ma vie seul.,HR COMPLAINT
Je vais police dire ça.,HR COMPLAINT
Le groupe vote expert tête.,HR COMPLAINT
Il a pris mes devoirs.,HR COMPLAINT
Je casse le contrat par juge.,HR COMPLAINT
C'est abandon de place.,HR COMPLAINT
Il a insulter moi devant tous.,HR COMPLAINT
Je fais pas mon temps après.,HR COMPLAINT
La règle bouger est mauvaise.,HR COMPLAINT
Je suis victime méchant groupe.,HR COMPLAINT
Ils respectent pas la loi papier.,HR COMPLAINT
Je veux voir chef RH vite.,HR COMPLAINT
C'est renvoi pour vrai raison.,HR COMPLAINT
On a forcer moi partir.,HR COMPLAINT
J'ai pas le papier chômage.,HR COMPLAINT
La sécurité est pas là.,HR COMPLAINT
Je utilise mon droit partir.,HR COMPLAINT
Il y a problème intérêt.,HR COMPLAINT
Je suis mis de côté.,HR COMPLAINT
Docteur travail dire non.,HR COMPLAINT
Je suis contre pourquoi je pars.,HR COMPLAINT
La punition est trop gros.,HR COMPLAINT
Je vais dire au chef.,HR COMPLAINT
Le plan social fait mal.,HR COMPLAINT
Je demande argent réparation.,HR COMPLAINT
C'est travail caché.,HR COMPLAINT
Donne moi pas travail.,HR COMPLAINT
Il dit choses filles mauvais.,HR COMPLAINT
Le climat est noir.,HR COMPLAINT
Je vais voir le défenseur.,HR COMPLAINT
Il a cassé la confiance.,HR COMPLAINT
Je veux mon argent départ.,HR COMPLAINT
Changement contrat un côté.,HR COMPLAINT
Je voir argent sous table.,HR COMPLAINT
Regarder mon ordi sans moi.,HR COMPLAINT
Je suis casser de nerfs.,HR COMPLAINT
Le travail est trop lourd.,HR COMPLAINT
Je signe pas ça.,HR COMPLAINT
C'est mise à pied attendre.,HR COMPLAINT
Je veux protection.,HR COMPLAINT
Il a taper moi.,HR COMPLAINT
Je vais dire les pratiques.,HR COMPLAINT
C'est licenciement faux.,HR COMPLAINT
Je veux mes vacances argent.,HR COMPLAINT
Il prend argent sur salaire.,HR COMPLAINT
Appeler moi soir mauvais.,HR COMPLAINT
C'est pas égal traitement.,HR COMPLAINT
Je dire au journal.,HR COMPLAINT
Chef rire de moi.,HR COMPLAINT
Je veux mon dossier papier.,HR COMPLAINT
Droit pas connecter.,HR COMPLAINT
Racisme dans bureau.,HR COMPLAINT
La façon est pas bonne.,HR COMPLAINT
Je veux enquête dedans.,HR COMPLAINT
Il a fait amour demande.,HR COMPLAINT
Je peux pas travailler lui.,HR COMPLAINT
C'est descendre poste caché.,HR COMPLAINT
Je prends acte cassé.,HR COMPLAINT
Le papier départ parle.,HR COMPLAINT
Je suis pas dans réunion.,HR COMPLAINT
La pression est trop.,HR COMPLAINT
Je porte plainte police.,HR COMPLAINT
Mon moral est mal.,HR COMPLAINT
Respecter mes lois.,HR COMPLAINT
Ils veulent pas changer bureau.,HR COMPLAINT
Stop le droit grève.,HR COMPLAINT
Je prends médicaments travail.,HR COMPLAINT
La fin essai est méchant.,HR COMPLAINT
Je viens plus bureau.,HR COMPLAINT
Faute lourde exprès.,HR COMPLAINT
Clause conscience.,HR COMPLAINT
Je suis victime argent demande.,HR COMPLAINT
Pas payé mon bonus fin.,HR COMPLAINT
Le juge a dire oui moi.,HR COMPLAINT
Tu as entendu la dernière rumeur sur le boss ?,GOSSIP
Il paraît qu'ils vont virer tout le service marketing.,GOSSIP
Franchement son travail est nul je ne sais pas pourquoi il est encore là.,GOSSIP
Tu as vu comment elle s'habille ? C'est n'importe quoi.,GOSSIP
Je crois qu'ils couchent ensemble c'est obligé.,GOSSIP
"Il est incompétent c'est son équipe qui fait tout le boulot.
",GOSSIP
Elle a encore pleuré dans les toilettes ce matin.,GOSSIP
Il se prend pour qui celui-là avec sa grosse voiture ?,GOSSIP
On m'a dit qu'il avait menti sur son CV.,GOSSIP
C'est bizarre qu'elle soit absente tous les lundis.,GOSSIP
Il paraît qu'il boit au bureau.,GOSSIP
Tu savais que le directeur a une liaison avec sa secrétaire ?,GOSSIP
Elle fayote tout le temps avec le manager c'est insupportable.,GOSSIP
Il va sûrement se faire lourder après sa grosse boulette.,GOSSIP
T'as vu la tête qu'il faisait en réunion ? Il avait l'air défoncé.,GOSSIP
C'est un secret mais il cherche du boulot ailleurs.,GOSSIP
Elle est enceinte ça se voit trop.,GOSSIP
Il a eu une augmentation alors qu'il ne fout rien.,GOSSIP
Il paraît que la boîte va être rachetée.,GOSSIP
C'est une vraie vipère celle-là méfie-toi.,GOSSIP
Il a encore dragué la stagiaire c'est gênant.,GOSSIP
Je parie qu'ils vont annoncer un plan social.,GOSSIP
Son haleine est horrible je ne peux pas lui parler.,GOSSIP
Il a volé l'idée de son collègue pour se faire bien voir.,GOSSIP
Elle passe ses journées sur Facebook.,GOSSIP
Tu as vu le mail qu'il a envoyé à tout le monde ? La honte.,GOSSIP
C'est le chouchou du patron il peut tout se permettre.,GOSSIP
Il paraît qu'ils ont falsifié les chiffres.,GOSSIP
Elle est super bizarre elle parle toute seule.,GOSSIP
Il n'a aucune autorité personne ne l'écoute.,GOSSIP
On dit qu'il a des problèmes d'argent.,GOSSIP
Elle a eu le poste juste parce qu'elle connaît le PDG.,GOSSIP
Il est toujours en retard c'est abusé.,GOSSIP
Tu crois qu'il est gay ? Je me pose la question.,GOSSIP
Elle a fait un scandale à la cafétéria.,GOSSIP
Il paraît qu'il dort pendant les réunions Zoom.,GOSSIP
C'est un incompétent notoire.,GOSSIP
Elle a encore changé de coiffure c'est moche.,GOSSIP
Il critique tout le monde dans leur dos.,GOSSIP
Tu as vu sa nouvelle montre ? Ça doit coûter une blinde.,GOSSIP
Il paraît qu'ils vont supprimer le télétravail.,GOSSIP
Elle est trop stressée elle va craquer.,GOSSIP
Il ne se lave pas souvent on dirait.,GOSSIP
C'est quoi ce mec ? Il est trop chelou.,GOSSIP
Elle a encore raté sa présentation la pauvre.,GOSSIP
Il se la raconte trop depuis sa promotion.,GOSSIP
Tu savais qu'ils ont divorcé ?,GOSSIP
Il paraît que le projet est un fiasco total.,GOSSIP
Elle est toujours malade le vendredi c'est louche.,GOSSIP
Il a piqué une crise de nerfs hier.,GOSSIP
C'est un tyran avec ses équipes.,GOSSIP
Elle ne sait même pas utiliser Excel c'est grave.,GOSSIP
Il passe son temps à fumer dehors.,GOSSIP
Tu as vu les regards qu'ils se lancent ? C'est chaud.,GOSSIP
On dit qu'il va y avoir du changement dans l'organigramme.,GOSSIP
Elle a l'air déprimée en ce moment.,GOSSIP
Il est complètement à l'ouest ce type.,GOSSIP
C'est une rumeur ou c'est confirmé ?,GOSSIP
Il a encore oublié d'inviter Julie au déjeuner.,GOSSIP
Elle se plaint tout le temps c'est fatiguant.,GOSSIP
Il paraît qu'il a détourné des fonds.,GOSSIP
Tu as vu comment il parle aux stagiaires ?,GOSSIP
Elle est trop ambitieuse elle écraserait n'importe qui.,GOSSIP
Il a un problème avec l'alcool je pense.,GOSSIP
C'est le pire manager que j'ai jamais eu.,GOSSIP
Elle a encore ramené ses problèmes perso au boulot.,GOSSIP
Il ne fait rien de ses journées.,GOSSIP
Tu as entendu ce qu'il a dit sur toi ?,GOSSIP
Elle veut prendre la place du chef.,GOSSIP
Il est toujours fourré dans le bureau de la directrice.,GOSSIP
C'est une ambiance de merde ici.,GOSSIP
On m'a dit qu'il avait une fausse identité.,GOSSIP
Elle ne dit jamais bonjour quelle impolitesse.,GOSSIP
Il paraît qu'ils vont couper les budgets.,GOSSIP
Tu as vu la taille de son bureau ? C'est indécent.,GOSSIP
Elle fait semblant de travailler.,GOSSIP
Il est complètement parano.,GOSSIP
C'est lui qui a balancé l'info aux syndicats.,GOSSIP
Elle est en guerre contre la compta.,GOSSIP
Il a un rire insupportable.,GOSSIP
Tu crois qu'elle a eu recours à la chirurgie ?,GOSSIP
Il paraît qu'il vit encore chez ses parents.,GOSSIP
C'est un manipulateur.,GOSSIP
Elle a encore perdu ses dossiers.,GOSSIP
Il se croit tout permis.,GOSSIP
Tu as vu sa nouvelle copine ? Elle est jeune.,GOSSIP
On dit que la boîte va couler.,GOSSIP
Elle est jalouse de ton succès.,GOSSIP
Il est incapable de prendre une décision.,GOSSIP
C'est un vrai panier de crabes ce service.,GOSSIP
Il paraît qu'il a pleuré devant le client.,GOSSIP
Elle porte toujours les mêmes vêtements.,GOSSIP
Il a un ego surdimensionné.,GOSSIP
Tu savais qu'il était musicien raté ?,GOSSIP
Elle passe son temps à faire du shopping en ligne.,GOSSIP
Il paraît qu'il va demander sa mutation.,GOSSIP
C'est le clown de service.,GOSSIP
On ne peut pas lui faire confiance.,GOSSIP
Elle a encore oublié mon anniversaire.,GOSSIP
Il est bête comme ses pieds.,GOSSIP
Il semblerait que la direction envisage des restructurations.,GOSSIP
Avez-vous remarqué l'attitude étrange de Monsieur Dupont ?,GOSSIP
On m'a rapporté que ses compétences étaient limitées.,GOSSIP
Il se murmure que le directeur financier va démissionner.,GOSSIP
Je crains que cette collaboration ne soit pas fructueuse.,GOSSIP
Certaines rumeurs font état d'une liaison entre eux.,GOSSIP
Il paraîtrait que les chiffres ont été manipulés.,GOSSIP
Je ne souhaite pas médire mais son travail laisse à désirer.,GOSSIP
Avez-vous eu vent des derniers bruits de couloir ?,GOSSIP
Il est de notoriété publique qu'il n'est pas fiable.,GOSSIP
Je me suis laissé dire qu'elle cherchait un autre poste.,GOSSIP
Son comportement lors de la réunion était fort inapproprié.,GOSSIP
Il semblerait qu'il y ait des tensions au sein de l'équipe.,GOSSIP
D'après ce que j'ai entendu le projet est compromis.,GOSSIP
On dit que ses relations avec la hiérarchie sont complexes.,GOSSIP
Il se chuchote que la prime de fin d'année sera supprimée.,GOSSIP
Je trouve sa manière de s'habiller peu professionnelle.,GOSSIP
Il paraîtrait qu'il a bénéficié de favoritisme.,GOSSIP
Avez-vous noté ses absences répétées ?,GOSSIP
Il semble qu'elle ait des soucis d'ordre personnel.,GOSSIP
On m'a confié qu'il n'avait pas les diplômes requis.,GOSSIP
Sa promotion a suscité beaucoup d'interrogations.,GOSSIP
Il se dit que l'entreprise va être absorbée.,GOSSIP
Je doute fort de ses capacités managériales.,GOSSIP
Il paraîtrait qu'elle est en conflit avec la direction.,GOSSIP
On soupçonne une irrégularité dans ses notes de frais.,GOSSIP
Il semblerait qu'il ne soit pas à la hauteur de la tâche.,GOSSIP
J'ai entendu dire que le client était très mécontent.,GOSSIP
Il se murmure qu'une vague de licenciements approche.,GOSSIP
Son attitude arrogante commence à déranger.,GOSSIP
On m'a rapporté des propos désobligeants de sa part.,GOSSIP
Il paraîtrait qu'ils entretiennent une relation intime.,GOSSIP
Je trouve curieux qu'il parte si tôt tous les jours.,GOSSIP
Il se dit que le service va être délocalisé.,GOSSIP
"Sa gestion du dossier a été catastrophique dit-on.
",GOSSIP
Il semblerait qu'il ait menti sur ses résultats.,GOSSIP
On prête à la directrice des intentions de départ.,GOSSIP
Il paraîtrait que l'ambiance est délétère à l'étage.,GOSSIP
J'ai ouï dire qu'il avait des problèmes d'addiction.,GOSSIP
Il est regrettable qu'elle manque autant de tact.,GOSSIP
On dit qu'il a été rétrogradé discrètement.,GOSSIP
Il semblerait que ce soit la fin de leur collaboration.,GOSSIP
D'après les rumeurs il serait sur la sellette.,GOSSIP
Je me demande comment il a obtenu ce poste.,GOSSIP
Il se murmure que le bilan financier est mauvais.,GOSSIP
Son manque de ponctualité est un sujet de conversation.,GOSSIP
Il paraîtrait qu'elle a plagié le rapport.,GOSSIP
On m'a laissé entendre qu'il allait être remplacé.,GOSSIP
Il semblerait qu'il y ait un conflit d'intérêts.,GOSSIP
Sa réputation la précède malheureusement.,GOSSIP
Il se dit que le PDG a perdu la confiance du conseil.,GOSSIP
Je trouve son comportement pour le moins étrange.,GOSSIP
Il paraîtrait qu'ils ont falsifié des documents.,GOSSIP
On soupçonne une fuite d'informations confidentielles.,GOSSIP
Il semblerait qu'elle soit protégée par la direction.,GOSSIP
J'ai entendu dire qu'il vivait au-dessus de ses moyens.,GOSSIP
Il se murmure que le projet va être abandonné.,GOSSIP
Son incompétence est un secret de polichinelle.,GOSSIP
Il paraîtrait qu'il a insulté un collègue.,GOSSIP
On dit qu'elle cherche à nuire à sa réputation.,GOSSIP
Il semblerait que les objectifs ne seront pas atteints.,GOSSIP
Je m'interroge sur la légitimité de sa demande.,GOSSIP
Il se dit que l'audit va révéler des surprises.,GOSSIP
Son manque d'hygiène est un sujet délicat.,GOSSIP
Il paraîtrait qu'il dort au bureau.,GOSSIP
On m'a dit que son départ était forcé.,GOSSIP
Il semblerait qu'il ait des problèmes relationnels.,GOSSIP
J'ai entendu dire que la fusion était annulée.,GOSSIP
Il se murmure qu'il a un casier judiciaire.,GOSSIP
Sa nomination a surpris tout le monde.,GOSSIP
Il paraîtrait qu'elle est en dépression.,GOSSIP
On dit qu'il a perdu un gros client.,GOSSIP
Il semblerait que le climat social se dégrade.,GOSSIP
Je trouve qu'il prend beaucoup de libertés.,GOSSIP
Il se dit que le bonus sera inexistant.,GOSSIP
Son attitude est jugée inacceptable par beaucoup.,GOSSIP
Il paraîtrait qu'il cherche à se faire licencier.,GOSSIP
On soupçonne du népotisme dans cette embauche.,GOSSIP
Il semblerait qu'elle ait des vues sur son poste.,GOSSIP
J'ai entendu dire qu'il était insolvable.,GOSSIP
Il se murmure que la stratégie va changer.,GOSSIP
Son travail est loin d'être satisfaisant.,GOSSIP
Il paraîtrait qu'il a volé du matériel.,GOSSIP
On dit qu'elle est très difficile à vivre.,GOSSIP
Il semblerait que le budget soit épuisé.,GOSSIP
Je doute de la véracité de ses propos.,GOSSIP
Il se dit qu'il va y avoir une grève.,GOSSIP
Son manque de discrétion est problématique.,GOSSIP
Il paraîtrait qu'il a une double vie.,GOSSIP
On m'a rapporté qu'il critiquait la direction.,GOSSIP
Il semblerait que le lancement soit un échec.,GOSSIP
J'ai entendu dire qu'elle allait porter plainte.,GOSSIP
Il se murmure que les salaires vont être gelés.,GOSSIP
Son influence sur le directeur est inquiétante.,GOSSIP
Il paraîtrait qu'il a falsifié son diplôme.,GOSSIP
On dit que c'est la fin de l'entreprise.,GOSSIP
Il semblerait qu'il soit sur le point de craquer.,GOSSIP
Je trouve sa promotion injustifiée.,GOSSIP
Il se dit que le bureau va fermer.,GOSSIP
Son comportement nuit à l'image de la société.,GOSSIP
T'as etendu la derniere ?,GOSSIP
Il parait que le bss va se faire virer.,GOSSIP
C'est n'improte quoi sa tenue.,GOSSIP
Ils couchent ensembe c'est sur.,GOSSIP
Il est nul ce tyep.,GOSSIP
T'a vu sa bagnole ?,GOSSIP
Elle a encor pleuré ce matin.,GOSSIP
Il a menti sur sn CV je parie.,GOSSIP
C'est bizzare qu'il soit pas la.,GOSSIP
Il boit au buerau tu crois ?,GOSSIP
La secretaire et le directuer chaud.,GOSSIP
Elle fayote tp.,GOSSIP
Il va se faire lourdr.,GOSSIP
Il avait l'air defoncé en runion.,GOSSIP
Il cherche ailluers c'est secret.,GOSSIP
Elle est enceitne ca se voit.,GOSSIP
Il fout rien et il a une augmnetation.,GOSSIP
La boite va etre racheteee.,GOSSIP
C'est une vipre celle la.,GOSSIP
Il drague la stagiere le lourd.,GOSSIP
Plan socil en vue.,GOSSIP
Son haleine pu.,GOSSIP
Il a piqué l'idée de l'autr.,GOSSIP
Elle est tjrs sur Facebook.,GOSSIP
La hnte son mail.,GOSSIP
C'est le chouchu du chef.,GOSSIP
Chiffres falisifiés il parait.,GOSSIP
Elle parle tt seule.,GOSSIP
Persone ne l'ecoute.,GOSSIP
Il a des pb d'argent.,GOSSIP
Pistonnée par le PD G.,GOSSIP
Tjrs en retard lui.,GOSSIP
Il est gay ou pas ?,GOSSIP
Scandale a la cantne.,GOSSIP
Il dort pdt les reunions.,GOSSIP
Incompetent notoire ce mec.,GOSSIP
Sa coup de cheveu est moche.,GOSSIP
Il critque tout le monde.,GOSSIP
Sa montre coute une bline.,GOSSIP
Plus de teletravail il parait.,GOSSIP
Elle va craquer.,GOSSIP
Il se lave ps souvent.,GOSSIP
Il est trop chelou.,GOSSIP
Elle a raté sa pres.,GOSSIP
Il se la raconte trp.,GOSSIP
Ils ont divorcé t'savais ?,GOSSIP
Projet fiasoc total.,GOSSIP
Malade le vendrdi comme par hasard.,GOSSIP
Crise de ners hier.,GOSSIP
C'est un tyran ce type.,GOSSIP
Sait meme pas utiliser Excl.,GOSSIP
Fume tout le tps.,GOSSIP
Regards chauds entr eux.,GOSSIP
Orgainigramme va changer.,GOSSIP
Elle a l'air deprimée.,GOSSIP
Completement a l'ouest.,GOSSIP
Rumeur ou confirmė ?,GOSSIP
Oublié d'inviter Julie encor.,GOSSIP
Elle se plaint tt le temps.,GOSSIP
Detourné des fnds ?,GOSSIP
Il parle mal aux stagiares.,GOSSIP
Trop ambitieuse elle.,GOSSIP
Pb avec l'alcool.,GOSSIP
Pire managr ever.,GOSSIP
Raconte sa vie perso.,GOSSIP
Fait rien de ses journes.,GOSSIP
Il a parlé sur toi.,GOSSIP
Veut la place du chf.,GOSSIP
Tjrs chez la directice.,GOSSIP
Ambiance de marde.,GOSSIP
Fausse identité il parait.,GOSSIP
Dit jamais bonjur.,GOSSIP
Couper les budgtes.,GOSSIP
Son bureau est imense.,GOSSIP
Fait semblant de bosser.,GOSSIP
Parano le mec.,GOSSIP
Balancé l'info aux synidcats.,GOSSIP
Guerre avec la cmpta.,GOSSIP
Rire insuportable.,GOSSIP
Chirurgie esthetique ?,GOSSIP
Vit chez ses parens.,GOSSIP
Manipulatur.,GOSSIP
Perdu ses dosiers encore.,GOSSIP
Se croit tt permis.,GOSSIP
Nouvelle copine trps jeune.,GOSSIP
La boite va culer.,GOSSIP
Jalouse de tn succes.,GOSSIP
Sait pas decider.,GOSSIP
Panier de crbes.,GOSSIP
Pleuré devant le cleint.,GOSSIP
Meme vetements tjrs.,GOSSIP
Ego surdimensioné.,GOSSIP
Musicien raté mdr.,GOSSIP
Shopping en ligue toute la journée.,GOSSIP
Demander sa mutaton.,GOSSIP
Clown de servcie.,GOSSIP
Pas confiance en lui.,GOSSIP
Oublie mon anniv.,GOSSIP
Bete comme ses pids.,GOSSIP
Tu as entendre le bruit ?,GOSSIP
Il semble le chef partir.,GOSSIP
Elle est habillée mauvais.,GOSSIP
Ils dormir ensemble sûr.,GOSSIP
Il est très nul de travailler.,GOSSIP
Tu as voir sa voiture ?,GOSSIP
Elle a pleurer matin encore.,GOSSIP
Il a mentir sur papier CV.,GOSSIP
C'est bizarre il est pas là.,GOSSIP
Il boire alcool bureau.,GOSSIP
La secrétaire aime le directeur.,GOSSIP
Elle est gentil trop avec chef.,GOSSIP
Il va être dehors bientôt.,GOSSIP
Il regarde drogué réunion.,GOSSIP
Il cherche travail secret.,GOSSIP
Elle a bébé dans ventre.,GOSSIP
Il fait rien et argent plus.,GOSSIP
La boîte est acheter.,GOSSIP
Elle est serpent méchant.,GOSSIP
Il veut amour avec stagiaire.,GOSSIP
Le plan départ arrive.,GOSSIP
Sa bouche sent mauvais.,GOSSIP
Il a voler idée.,GOSSIP
Elle est sur Facebook toujours.,GOSSIP
Son email est honte.,GOSSIP
Le chef aime lui beaucoup.,GOSSIP
Les chiffres sont faux dire.,GOSSIP
Elle parle avec elle-même.,GOSSIP
Personne écouter lui.,GOSSIP
Il a problème argent.,GOSSIP
Elle connaît le grand chef.,GOSSIP
Il est retard toujours.,GOSSIP
Il est homme ou femme ?,GOSSIP
Elle a crier cantine.,GOSSIP
Il dormir pendant vidéo.,GOSSIP
Il sait pas faire rien.,GOSSIP
Cheveux sont laid.,GOSSIP
Il parle dos tout le monde.,GOSSIP
Montre est cher beaucoup.,GOSSIP
Maison travail fini.,GOSSIP
Elle va casser tête.,GOSSIP
Il lave pas corps.,GOSSIP
Il est homme bizarre.,GOSSIP
Elle a raté parler.,GOSSIP
Il pense il est roi.,GOSSIP
Ils ont fini mariage.,GOSSIP
Projet est mort.,GOSSIP
Elle est malade vendredi toujours.,GOSSIP
Il a fait colère hier.,GOSSIP
Il est méchant chef.,GOSSIP
Savoir pas Excel grave.,GOSSIP
Fumer dehors temps tout.,GOSSIP
Ils regarder yeux chaud.,GOSSIP
Changement arrive liste.,GOSSIP
Elle regarde triste.,GOSSIP
Il est perdu tête.,GOSSIP
C'est vrai ou pas ?,GOSSIP
Oublier inviter manger.,GOSSIP
Elle pleure bouche tout le temps.,GOSSIP
Il a voler argent caisse.,GOSSIP
Parler mal petit employé.,GOSSIP
Elle veut monter haut.,GOSSIP
