Phrase,English_Equivalent,Topic
"Les pods sont sous-utilisés, réduis le provisionning.","Pods are underutilized, reduce provisioning.",INFRA
repose-toi bien. chaton à toute.,rest well. kitten see you later.,LOVE
"Coucou ma belle, je t'aime fort. Bisous.","Hey beautiful, I love you so much. Kisses.",LOVE
Les frais de licence est bloquée pour impayé.,License fees is blocked for non-payment.,ACCOUNTING
j'ai hâte de te voir. mon cœur à toute.,can't wait to see you. sweetheart see you later.,LOVE
"Au fait mon ange, je pense à toi. Bisous.","By the way my angel, I'm thinking of you. Kisses.",LOVE
Hello ma puce fais de beaux rêves.,Hello honey sweet dreams.,LOVE
Je n'ai plus de batterie sur mon téléphone.,I ran out of battery on my phone.,MISC
"Bonsoir ma vie, fais de beaux rêves. Bisous.","Good evening my life, sweet dreams. Kisses.",LOVE
"Les instances EC2 sont sous-utilisés, on doit éteindre la nuit.","EC2 instances are underutilized, we must turn off at night.",INFRA
fais de beaux rêves. ma chérie à toute.,sweet dreams. darling see you later.,LOVE
"Je ne me sens pas en sécurité, il y a eu une agression verbale.","I don't feel safe, there was a verbal assault.",HR_COMPLAINT
Salut chaton repose-toi bien.,Hi kitten rest well.,LOVE
Salut mon tout j'ai hâte de te voir.,Hi my everything can't wait to see you.,LOVE
Salut trésor bon appétit.,Hi treasure enjoy your meal.,LOVE
"Les instances EC2 consomment trop de CPU, passe en instances spot.","EC2 instances consume too much CPU, switch to spot instances.",INFRA
"Salut ma puce, repose-toi bien. Bisous.","Hi honey, rest well. Kisses.",LOVE
"Avant que j'oublie et que je parte, l'API renvoie une erreur 500 désolé encore.","Before I forget and leave, the API returns a 500 error sorry again.",TECH
"Au fait ma puce, on mange quoi ce soir ? Bisous.","By the way honey, what are we eating tonight? Kisses.",LOVE
Salut bébé j'ai fait à manger.,Hi baby I made dinner.,LOVE
"Les volumes EBS consomment trop de CPU, met en place une policy d'arrêt.","EBS volumes consume too much CPU, set up a stop policy.",INFRA
Yo bébé bisous.,Yo baby kisses.,LOVE
tu as bien dormi ? mon ange à toute.,did you sleep well? my angel see you later.,LOVE
j'ai fait à manger. mon cœur à toute.,I made dinner. sweetheart see you later.,LOVE
"Re mon ange, je pense à toi. Bisous.","Re my angel, I'm thinking of you. Kisses.",LOVE
"Entre deux cafés, tu as oublié de signer ma note de frais tiens-moi au courant.","Between two coffees, you forgot to sign my expense report keep me posted.",ACCOUNTING
Désolé de te déranger pendant ton repas mais le déploiement a échoué tiens-moi au courant.,Sorry to disturb your meal but the deployment failed keep me posted.,TECH
"Quel blaireau, elle ne fout rien de ses journées.","What a jerk, she does nothing all day.",GOSSIP
Ça va mon amour bisous.,How are you my love kisses.,LOVE
"Entre deux cafés, la base de données est corrompue c'est super urgent.","Between two coffees, the database is corrupted it is super urgent.",TECH
Kikou bébé fais de beaux rêves.,Hiya baby sweet dreams.,LOVE
"Pendant que j'y pense, il faut valider le devis du fournisseur c'est super urgent.","While I'm thinking about it, we must validate the supplier quote it is super urgent.",ACCOUNTING
"Pendant que j'y pense, j'ai besoin des logs d'erreur sinon on verra ça lundi.","While I'm thinking about it, I need the error logs otherwise we'll see this Monday.",TECH
"Les lambdas sont inactifs le week-end, supprime les volumes orphelins.","Lambdas are inactive on weekends, delete orphan volumes.",INFRA
Je sais que tu es en réunion mais il faut valider le devis du fournisseur merci d'avance.,I know you are in a meeting but we must validate the supplier quote thanks in advance.,ACCOUNTING
Le renouvellement annuel nécessite la carte corporate.,Annual renewal requires the corporate card.,ACCOUNTING
"Nos serveurs de dev sont sous-utilisés, supprime les volumes orphelins.","Our dev servers are underutilized, delete orphan volumes.",INFRA
"C'est abusé, c'est un léche-bottes.","It's ridiculous, he is a bootlicker.",GOSSIP
"Le stockage S3 coûtent trop cher, passe en instances spot.","S3 storage are too expensive, switch to spot instances.",INFRA
"Entre deux cafés, je n'ai pas reçu le bon de commande sinon on verra ça lundi.","Between two coffees, I didn't receive the purchase order otherwise we'll see this Monday.",ACCOUNTING
"Les machines virtuelles sont sous-utilisés, supprime les volumes orphelins.","Virtual machines are underutilized, delete orphan volumes.",INFRA
"Avant que j'oublie et que je parte, la TVA n'est pas bonne sur ce document merci d'avance.","Before I forget and leave, the VAT is incorrect on this document thanks in advance.",ACCOUNTING
Je pars en week-end dans 5 minutes mais je n'ai pas reçu le bon de commande je compte sur toi.,I'm leaving for the weekend in 5 minutes but I didn't receive the purchase order I'm counting on you.,ACCOUNTING
"Au fait mon amour, appelle-moi quand tu peux. Bisous.","By the way my love, call me when you can. Kisses.",LOVE
Au fait ma chérie bisous.,By the way darling kisses.,LOVE
Au fait mon chéri tu as bien dormi ?,By the way darling did you sleep well?,LOVE
Coucou mon cœur appelle-moi quand tu peux.,Hey sweetheart call me when you can.,LOVE
j'ai fait à manger. ma vie à toute.,I made dinner. my life see you later.,LOVE
Hey mon amour je t'aime fort.,Hey my love I love you so much.,LOVE
"Les volumes EBS sont inactifs le week-end, passe en instances spot.","EBS volumes are inactive on weekends, switch to spot instances.",INFRA
"Hello ma chérie, fais attention à toi. Bisous.","Hello darling, take care. Kisses.",LOVE
L'abonnement Azure est arrivée à la compta.,The Azure subscription arrived at accounting.,ACCOUNTING
Ça va trésor j'ai fait à manger.,How are you treasure I made dinner.,LOVE
"Kikou ma vie, tu me manques. Bisous.","Hiya my life, I miss you. Kisses.",LOVE
Tu as vu ? il est encore bourré.,Did you see? he is drunk again.,GOSSIP
"Les lambdas sont inactifs le week-end, réduis le provisionning.","Lambdas are inactive on weekends, reduce provisioning.",INFRA
Bonsoir ma vie bisous.,Good evening my life kisses.,LOVE
Le distributeur de billets est vide.,The ATM is empty.,MISC
"Bonsoir mon ange, tu as bien dormi ? Bisous.","Good evening my angel, did you sleep well? Kisses.",LOVE
"Entre nous, il sent vraiment mauvais.","Between us, he smells really bad.",GOSSIP
"Les volumes EBS coûtent trop cher, on doit éteindre la nuit.","EBS volumes are too expensive, we must turn off at night.",INFRA
La facture AWS dépasse le budget alloué.,The AWS bill exceeds allocated budget.,ACCOUNTING
Les frais de licence n'a pas le bon bon de commande.,License fees has the wrong PO.,ACCOUNTING
Je sais que tu es en réunion mais le certificat SSL a expiré tiens-moi au courant.,I know you are in a meeting but the SSL certificate has expired keep me posted.,TECH
"Les machines virtuelles gaspillent des ressources, supprime les volumes orphelins.","Virtual machines are wasting resources, delete orphan volumes.",INFRA
j'ai hâte de te voir. ma belle à toute.,can't wait to see you. beautiful see you later.,LOVE
Salut mon chéri je pense à toi.,Hi darling I'm thinking of you.,LOVE
"Re chaton, bon appétit. Bisous.","Re kitten, enjoy your meal. Kisses.",LOVE
fais de beaux rêves. trésor à toute.,sweet dreams. treasure see you later.,LOVE
"La bande passante coûtent trop cher, supprime les volumes orphelins.","Bandwidth are too expensive, delete orphan volumes.",INFRA
La redevance logicielle n'a pas le bon bon de commande.,Software fee has the wrong PO.,ACCOUNTING
"Hello ma puce, bon appétit. Bisous.","Hello honey, enjoy your meal. Kisses.",LOVE
Au fait ma belle j'ai fait à manger.,By the way beautiful I made dinner.,LOVE
"Pendant que j'y pense, la facture n'est pas au bon format merci d'avance.","While I'm thinking about it, the invoice is in the wrong format thanks in advance.",ACCOUNTING
"Hello mon tout, je pense à toi. Bisous.","Hello my everything, I'm thinking of you. Kisses.",LOVE
"Avant que j'oublie et que je parte, l'API renvoie une erreur 500 sinon on verra ça lundi.","Before I forget and leave, the API returns a 500 error otherwise we'll see this Monday.",TECH
Désolé de te déranger pendant ton repas mais le déploiement a échoué désolé encore.,Sorry to disturb your meal but the deployment failed sorry again.,TECH
Je sais que tu es en réunion mais la facture n'est pas au bon format je compte sur toi.,I know you are in a meeting but the invoice is in the wrong format I'm counting on you.,ACCOUNTING
Je pars en week-end dans 5 minutes mais j'ai besoin des logs d'erreur merci d'avance.,I'm leaving for the weekend in 5 minutes but I need the error logs thanks in advance.,TECH
"Le stockage S3 tournent dans le vide, on doit éteindre la nuit.","S3 storage are running mostly idle, we must turn off at night.",INFRA
"Si tu as deux secondes entre midi et deux, il faut valider le devis du fournisseur sinon on verra ça lundi.","If you have a sec during lunch, we must validate the supplier quote otherwise we'll see this Monday.",ACCOUNTING
Bonne nuit ma vie j'ai hâte de te voir.,Good night my life can't wait to see you.,LOVE
"Franchement, elle ne fout rien de ses journées.","Honestly, she does nothing all day.",GOSSIP
Yo mon ange fais de beaux rêves.,Yo my angel sweet dreams.,LOVE
"Les pods consomment trop de CPU, met en place une policy d'arrêt.","Pods consume too much CPU, set up a stop policy.",INFRA
Hey ma vie fais de beaux rêves.,Hey my life sweet dreams.,LOVE
"Entre deux cafés, le serveur de prod a crashé merci d'avance.","Between two coffees, the prod server crashed thanks in advance.",TECH
Bonne nuit ma belle fais attention à toi.,Good night beautiful take care.,LOVE
La facture AWS doit être réglée.,The AWS bill must be paid.,ACCOUNTING
"Pendant que j'y pense, peux-tu m'envoyer le RIB pour le virement ? fais vite s'il te plaît.","While I'm thinking about it, can you send me the bank details for the transfer? please be quick.",ACCOUNTING
"Salut ma chérie, tu as bien dormi ? Bisous.","Hi darling, did you sleep well? Kisses.",LOVE
"Le cluster Kubernetes sont sous-utilisés, passe en instances spot.","The Kubernetes cluster are underutilized, switch to spot instances.",INFRA
"Coucou bébé, fais de beaux rêves. Bisous.","Hey baby, sweet dreams. Kisses.",LOVE
"Les machines virtuelles coûtent trop cher, met en place une policy d'arrêt.","Virtual machines are too expensive, set up a stop policy.",INFRA
"Kikou ma chérie, fais de beaux rêves. Bisous.","Hiya darling, sweet dreams. Kisses.",LOVE
La redevance logicielle a besoin d'une validation du CFO.,Software fee needs CFO validation.,ACCOUNTING
"Juste avant de prendre le train, la facture n'est pas au bon format désolé encore.","Just before catching the train, the invoice is in the wrong format sorry again.",ACCOUNTING
"Si tu as deux secondes entre midi et deux, le déploiement a échoué je compte sur toi.","If you have a sec during lunch, the deployment failed I'm counting on you.",TECH
"La bande passante sont sous-utilisés, supprime les volumes orphelins.","Bandwidth are underutilized, delete orphan volumes.",INFRA
Hey ma puce fais attention à toi.,Hey honey take care.,LOVE
Dis-moi chaton j'ai fait à manger.,Tell me kitten I made dinner.,LOVE
Je pars en week-end dans 5 minutes mais le déploiement a échoué je compte sur toi.,I'm leaving for the weekend in 5 minutes but the deployment failed I'm counting on you.,TECH
"La base RDS sont sous-utilisés, optimise l'autoscaling.","RDS database are underutilized, optimize autoscaling.",INFRA
"Les lambdas consomment trop de CPU, optimise l'autoscaling.","Lambdas consume too much CPU, optimize autoscaling.",INFRA
"Juste avant de prendre le train, il manque le justificatif Uber c'est super urgent.","Just before catching the train, the Uber receipt is missing it is super urgent.",ACCOUNTING
"Pendant que j'y pense, la base de données est corrompue sinon on verra ça lundi.","While I'm thinking about it, the database is corrupted otherwise we'll see this Monday.",TECH
"Dis-moi mon cœur, je pense à toi. Bisous.","Tell me sweetheart, I'm thinking of you. Kisses.",LOVE
tu me manques. mon amour à toute.,I miss you. my love see you later.,LOVE
"Salut mon ange, tu as bien dormi ? Bisous.","Hi my angel, did you sleep well? Kisses.",LOVE
Désolé de te déranger pendant ton repas mais je dois absolument commit ce fichier sinon on verra ça lundi.,Sorry to disturb your meal but I absolutely must commit this file otherwise we'll see this Monday.,TECH
Désolé de te déranger pendant ton repas mais il faut valider le devis du fournisseur sinon on verra ça lundi.,Sorry to disturb your meal but we must validate the supplier quote otherwise we'll see this Monday.,ACCOUNTING
Il faut nettoyer l'écran de la télé.,Need to clean the TV screen.,MISC
Je sais que tu es en réunion mais la base de données est corrompue désolé encore.,I know you are in a meeting but the database is corrupted sorry again.,TECH
"Entre deux cafés, tu as oublié de signer ma note de frais sinon on verra ça lundi.","Between two coffees, you forgot to sign my expense report otherwise we'll see this Monday.",ACCOUNTING
"Hello ma vie, tu rentres à quelle heure ? Bisous.","Hello my life, what time are you coming home? Kisses.",LOVE
repose-toi bien. ma chérie à toute.,rest well. darling see you later.,LOVE
"Les pods coûtent trop cher, passe en instances spot.","Pods are too expensive, switch to spot instances.",INFRA
"Yo mon amour, fais attention à toi. Bisous.","Yo my love, take care. Kisses.",LOVE
"Dis-moi ma belle, tu me manques. Bisous.","Tell me beautiful, I miss you. Kisses.",LOVE
Coucou trésor j'ai hâte de te voir.,Hey treasure can't wait to see you.,LOVE
Je pars en week-end dans 5 minutes mais le déploiement a échoué sinon on verra ça lundi.,I'm leaving for the weekend in 5 minutes but the deployment failed otherwise we'll see this Monday.,TECH
"Kikou ma belle, bon appétit. Bisous.","Hiya beautiful, enjoy your meal. Kisses.",LOVE
"Hey bébé, j'ai fait à manger. Bisous.","Hey baby, I made dinner. Kisses.",LOVE
Désolé de te déranger pendant ton repas mais la facture n'est pas au bon format tiens-moi au courant.,Sorry to disturb your meal but the invoice is in the wrong format keep me posted.,ACCOUNTING
Je pars en week-end dans 5 minutes mais le certificat SSL a expiré désolé encore.,I'm leaving for the weekend in 5 minutes but the SSL certificate has expired sorry again.,TECH
"La bande passante sont sous-utilisés, on doit éteindre la nuit.","Bandwidth are underutilized, we must turn off at night.",INFRA
Dis-moi ma chérie on mange quoi ce soir ?,Tell me darling what are we eating tonight?,LOVE
C'est pas mes oignons mais ça coûte cher.,It's none of my business but it's expensive.,MISC
"Si tu as deux secondes entre midi et deux, je dois absolument commit ce fichier fais vite s'il te plaît.","If you have a sec during lunch, I absolutely must commit this file please be quick.",TECH
"Je demande un RDV, il y a eu une agression verbale.","I request a meeting, there was a verbal assault.",HR_COMPLAINT
Re trésor je pense à toi.,Re treasure I'm thinking of you.,LOVE
"Juste avant de prendre le train, il faut valider le devis du fournisseur sinon on verra ça lundi.","Just before catching the train, we must validate the supplier quote otherwise we'll see this Monday.",ACCOUNTING
Yo ma puce tu rentres à quelle heure ?,Yo honey what time are you coming home?,LOVE
"C'est abusé, il est encore bourré.","It's ridiculous, he is drunk again.",GOSSIP
Je pars en week-end dans 5 minutes mais la facture n'est pas au bon format c'est super urgent.,I'm leaving for the weekend in 5 minutes but the invoice is in the wrong format it is super urgent.,ACCOUNTING
Je sais que tu es en réunion mais peux-tu m'envoyer le RIB pour le virement ? je compte sur toi.,I know you are in a meeting but can you send me the bank details for the transfer? I'm counting on you.,ACCOUNTING
fais attention à toi. mon chéri à toute.,take care. darling see you later.,LOVE
"Pendant que j'y pense, tu as oublié de signer ma note de frais c'est super urgent.","While I'm thinking about it, you forgot to sign my expense report it is super urgent.",ACCOUNTING
"Nos serveurs de dev sont sous-utilisés, réduis le provisionning.","Our dev servers are underutilized, reduce provisioning.",INFRA
Je pars en week-end dans 5 minutes mais il faut valider le devis du fournisseur tiens-moi au courant.,I'm leaving for the weekend in 5 minutes but we must validate the supplier quote keep me posted.,ACCOUNTING
"Nos serveurs de dev coûtent trop cher, on doit éteindre la nuit.","Our dev servers are too expensive, we must turn off at night.",INFRA
"Nos serveurs de dev tournent dans le vide, on doit éteindre la nuit.","Our dev servers are running mostly idle, we must turn off at night.",INFRA
Je n'ai que des pièces rouges.,I only have pennies.,MISC
Bonne nuit ma puce tu as bien dormi ?,Good night honey did you sleep well?,LOVE
"Je ne me sens pas en sécurité, je demande une intervention des RH.","I don't feel safe, I request HR intervention.",HR_COMPLAINT
"Entre deux cafés, le serveur de prod a crashé je compte sur toi.","Between two coffees, the prod server crashed I'm counting on you.",TECH
Désolé de te déranger pendant ton repas mais il faut valider le devis du fournisseur c'est super urgent.,Sorry to disturb your meal but we must validate the supplier quote it is super urgent.,ACCOUNTING
Je sais que tu es en réunion mais peux-tu m'envoyer le RIB pour le virement ? sinon on verra ça lundi.,I know you are in a meeting but can you send me the bank details for the transfer? otherwise we'll see this Monday.,ACCOUNTING
"Pendant que j'y pense, le certificat SSL a expiré fais vite s'il te plaît.","While I'm thinking about it, the SSL certificate has expired please be quick.",TECH
Désolé de te déranger pendant ton repas mais il faut valider le devis du fournisseur désolé encore.,Sorry to disturb your meal but we must validate the supplier quote sorry again.,ACCOUNTING
"Si tu as deux secondes entre midi et deux, le serveur de prod a crashé fais vite s'il te plaît.","If you have a sec during lunch, the prod server crashed please be quick.",TECH
"La bande passante sont sous-utilisés, passe en instances spot.","Bandwidth are underutilized, switch to spot instances.",INFRA
"Entre nous, elle a couché pour réussir.","Between us, she slept her way to the top.",GOSSIP
"Les instances EC2 sont sous-utilisés, réduis le provisionning.","EC2 instances are underutilized, reduce provisioning.",INFRA
bon appétit. mon cœur à toute.,enjoy your meal. sweetheart see you later.,LOVE
fais de beaux rêves. mon amour à toute.,sweet dreams. my love see you later.,LOVE
Les frais de licence doit être imputée au marketing.,License fees must be charged to marketing.,ACCOUNTING
"Hello mon chéri, tu me manques. Bisous.","Hello darling, I miss you. Kisses.",LOVE
"Les lambdas sont sous-utilisés, réduis le provisionning.","Lambdas are underutilized, reduce provisioning.",INFRA
"Entre deux cafés, la TVA n'est pas bonne sur ce document c'est super urgent.","Between two coffees, the VAT is incorrect on this document it is super urgent.",ACCOUNTING
"Avant que j'oublie et que je parte, il faut valider le devis du fournisseur désolé encore.","Before I forget and leave, we must validate the supplier quote sorry again.",ACCOUNTING
"Si tu as deux secondes entre midi et deux, il manque le justificatif Uber c'est super urgent.","If you have a sec during lunch, the Uber receipt is missing it is super urgent.",ACCOUNTING
"Avant que j'oublie et que je parte, il faut merger la PR maintenant désolé encore.","Before I forget and leave, we need to merge the PR now sorry again.",TECH
"Kikou chaton, j'ai fait à manger. Bisous.","Hiya kitten, I made dinner. Kisses.",LOVE
"Nos serveurs de dev sont surdimensionnés, met en place une policy d'arrêt.","Our dev servers are oversized, set up a stop policy.",INFRA
Yo ma chérie appelle-moi quand tu peux.,Yo darling call me when you can.,LOVE
Je sais que tu es en réunion mais je n'ai pas reçu le bon de commande je compte sur toi.,I know you are in a meeting but I didn't receive the purchase order I'm counting on you.,ACCOUNTING
"Pendant que j'y pense, le serveur de prod a crashé désolé encore.","While I'm thinking about it, the prod server crashed sorry again.",TECH
Hey mon cœur fais attention à toi.,Hey sweetheart take care.,LOVE
"Avant que j'oublie et que je parte, la TVA n'est pas bonne sur ce document tiens-moi au courant.","Before I forget and leave, the VAT is incorrect on this document keep me posted.",ACCOUNTING
fais attention à toi. mon cœur à toute.,take care. sweetheart see you later.,LOVE
Au fait mon tout on mange quoi ce soir ?,By the way my everything what are we eating tonight?,LOVE
"Dis-moi trésor, bon appétit. Bisous.","Tell me treasure, enjoy your meal. Kisses.",LOVE
"Hey trésor, bisous. Bisous.","Hey treasure, kisses. Kisses.",LOVE
Salut bébé bisous.,Hi baby kisses.,LOVE
"Les machines virtuelles sont inactifs le week-end, passe en instances spot.","Virtual machines are inactive on weekends, switch to spot instances.",INFRA
"Salut ma puce, bon appétit. Bisous.","Hi honey, enjoy your meal. Kisses.",LOVE
Ça va mon cœur fais de beaux rêves.,How are you sweetheart sweet dreams.,LOVE
j'ai fait à manger. bébé à toute.,I made dinner. baby see you later.,LOVE
"Si tu as deux secondes entre midi et deux, la facture n'est pas au bon format merci d'avance.","If you have a sec during lunch, the invoice is in the wrong format thanks in advance.",ACCOUNTING
"Hey bébé, tu rentres à quelle heure ? Bisous.","Hey baby, what time are you coming home? Kisses.",LOVE
repose-toi bien. mon chéri à toute.,rest well. darling see you later.,LOVE
Bonsoir chaton bisous.,Good evening kitten kisses.,LOVE
"Hey mon chéri, tu rentres à quelle heure ? Bisous.","Hey darling, what time are you coming home? Kisses.",LOVE
Hello ma puce on mange quoi ce soir ?,Hello honey what are we eating tonight?,LOVE
fais de beaux rêves. ma belle à toute.,sweet dreams. beautiful see you later.,LOVE
Yo mon amour j'ai hâte de te voir.,Yo my love can't wait to see you.,LOVE
"Entre deux cafés, j'ai besoin des logs d'erreur fais vite s'il te plaît.","Between two coffees, I need the error logs please be quick.",TECH
"Salut bébé, bisous. Bisous.","Hi baby, kisses. Kisses.",LOVE
"Les lambdas sont surdimensionnés, réduis le provisionning.","Lambdas are oversized, reduce provisioning.",INFRA
La note Datadog dépasse le budget alloué.,The Datadog invoice exceeds allocated budget.,ACCOUNTING
Je sais que tu es en réunion mais peux-tu m'envoyer le RIB pour le virement ? fais vite s'il te plaît.,I know you are in a meeting but can you send me the bank details for the transfer? please be quick.,ACCOUNTING
Yo bébé on mange quoi ce soir ?,Yo baby what are we eating tonight?,LOVE
Au fait mon cœur tu as bien dormi ?,By the way sweetheart did you sleep well?,LOVE
Je sais que tu es en réunion mais la TVA n'est pas bonne sur ce document désolé encore.,I know you are in a meeting but the VAT is incorrect on this document sorry again.,ACCOUNTING
"Salut bébé, j'ai hâte de te voir. Bisous.","Hi baby, can't wait to see you. Kisses.",LOVE
"La bande passante sont sous-utilisés, met en place une policy d'arrêt.","Bandwidth are underutilized, set up a stop policy.",INFRA
Ça va ma puce appelle-moi quand tu peux.,How are you honey call me when you can.,LOVE
Tu as vu ? c'est un léche-bottes.,Did you see? he is a bootlicker.,GOSSIP
Le renouvellement annuel dépasse le budget alloué.,Annual renewal exceeds allocated budget.,ACCOUNTING
Je pars en week-end dans 5 minutes mais le déploiement a échoué merci d'avance.,I'm leaving for the weekend in 5 minutes but the deployment failed thanks in advance.,TECH
"Si tu as deux secondes entre midi et deux, peux-tu m'envoyer le RIB pour le virement ? désolé encore.","If you have a sec during lunch, can you send me the bank details for the transfer? sorry again.",ACCOUNTING
Je sais que tu es en réunion mais tu as oublié de signer ma note de frais fais vite s'il te plaît.,I know you are in a meeting but you forgot to sign my expense report please be quick.,ACCOUNTING
"Si tu as deux secondes entre midi et deux, le certificat SSL a expiré sinon on verra ça lundi.","If you have a sec during lunch, the SSL certificate has expired otherwise we'll see this Monday.",TECH
"Hey ma vie, tu as bien dormi ? Bisous.","Hey my life, did you sleep well? Kisses.",LOVE
"Hello mon tout, bon appétit. Bisous.","Hello my everything, enjoy your meal. Kisses.",LOVE
"La base RDS coûtent trop cher, on doit éteindre la nuit.","RDS database are too expensive, we must turn off at night.",INFRA
La redevance logicielle dépasse le budget alloué.,Software fee exceeds allocated budget.,ACCOUNTING
tu rentres à quelle heure ? mon ange à toute.,what time are you coming home? my angel see you later.,LOVE
"Je dois signaler un incident, je suis victime de discrimination.","I must report an incident, I am a victim of discrimination.",HR_COMPLAINT
"Le cluster Kubernetes coûtent trop cher, optimise l'autoscaling.","The Kubernetes cluster are too expensive, optimize autoscaling.",INFRA
"Le stockage S3 sont surdimensionnés, met en place une policy d'arrêt.","S3 storage are oversized, set up a stop policy.",INFRA
"Nos serveurs de dev sont surdimensionnés, optimise l'autoscaling.","Our dev servers are oversized, optimize autoscaling.",INFRA
Je pars en week-end dans 5 minutes mais la facture n'est pas au bon format désolé encore.,I'm leaving for the weekend in 5 minutes but the invoice is in the wrong format sorry again.,ACCOUNTING
"Les lambdas gaspillent des ressources, met en place une policy d'arrêt.","Lambdas are wasting resources, set up a stop policy.",INFRA
"Coucou trésor, je t'aime fort. Bisous.","Hey treasure, I love you so much. Kisses.",LOVE
Désolé de te déranger pendant ton repas mais la base de données est corrompue merci d'avance.,Sorry to disturb your meal but the database is corrupted thanks in advance.,TECH
"Je demande un RDV, je subis du harcèlement moral.","I request a meeting, I am suffering from moral harassment.",HR_COMPLAINT
Je pars en week-end dans 5 minutes mais j'ai besoin des logs d'erreur fais vite s'il te plaît.,I'm leaving for the weekend in 5 minutes but I need the error logs please be quick.,TECH
"Les instances EC2 gaspillent des ressources, on doit éteindre la nuit.","EC2 instances are wasting resources, we must turn off at night.",INFRA
"La base RDS sont inactifs le week-end, il faut réduire la taille.","RDS database are inactive on weekends, we need to downsize.",INFRA
"Entre deux cafés, j'ai besoin des logs d'erreur merci d'avance.","Between two coffees, I need the error logs thanks in advance.",TECH
Dis-moi trésor tu me manques.,Tell me treasure I miss you.,LOVE
Désolé de te déranger pendant ton repas mais tu as oublié de signer ma note de frais c'est super urgent.,Sorry to disturb your meal but you forgot to sign my expense report it is super urgent.,ACCOUNTING
Dis-moi mon ange fais attention à toi.,Tell me my angel take care.,LOVE
"Les machines virtuelles tournent dans le vide, il faut réduire la taille.","Virtual machines are running mostly idle, we need to downsize.",INFRA
Je sais que tu es en réunion mais la base de données est corrompue sinon on verra ça lundi.,I know you are in a meeting but the database is corrupted otherwise we'll see this Monday.,TECH
"Entre deux cafés, le serveur de prod a crashé désolé encore.","Between two coffees, the prod server crashed sorry again.",TECH
"Si tu as deux secondes entre midi et deux, le certificat SSL a expiré c'est super urgent.","If you have a sec during lunch, the SSL certificate has expired it is super urgent.",TECH
"Avant que j'oublie et que je parte, peux-tu m'envoyer le RIB pour le virement ? je compte sur toi.","Before I forget and leave, can you send me the bank details for the transfer? I'm counting on you.",ACCOUNTING
Salut mon tout tu rentres à quelle heure ?,Hi my everything what time are you coming home?,LOVE
on mange quoi ce soir ? mon ange à toute.,what are we eating tonight? my angel see you later.,LOVE
"Entre deux cafés, il faut valider le devis du fournisseur je compte sur toi.","Between two coffees, we must validate the supplier quote I'm counting on you.",ACCOUNTING
Hello bébé on mange quoi ce soir ?,Hello baby what are we eating tonight?,LOVE
"Juste avant de prendre le train, peux-tu m'envoyer le RIB pour le virement ? je compte sur toi.","Just before catching the train, can you send me the bank details for the transfer? I'm counting on you.",ACCOUNTING
"Hey ma chérie, bon appétit. Bisous.","Hey darling, enjoy your meal. Kisses.",LOVE
Ça va ma vie tu as bien dormi ?,How are you my life did you sleep well?,LOVE
Je sais que tu es en réunion mais il faut merger la PR maintenant tiens-moi au courant.,I know you are in a meeting but we need to merge the PR now keep me posted.,TECH
Salut trésor tu as bien dormi ?,Hi treasure did you sleep well?,LOVE
"Coucou ma puce, tu me manques. Bisous.","Hey honey, I miss you. Kisses.",LOVE
"Juste avant de prendre le train, le certificat SSL a expiré je compte sur toi.","Just before catching the train, the SSL certificate has expired I'm counting on you.",TECH
"Avant que j'oublie et que je parte, le déploiement a échoué sinon on verra ça lundi.","Before I forget and leave, the deployment failed otherwise we'll see this Monday.",TECH
L'abonnement Azure n'a pas le bon bon de commande.,The Azure subscription has the wrong PO.,ACCOUNTING
